genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YBL098W	P38169	BNA4	52.42905	sce00380  Tryptophan metabolism	2	1000	tightly_const	2	5.25711593723272e-08	5.25712079247973e-08	5.25711593723424e-08	1	7	0	1
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10052706103916e-07	2.10426431480836e-07	2.10188074822914e-07	1	4	0	1
YDR428C	Q04066	BNA7	29.99102	sce00380  Tryptophan metabolism sce00630  Glyoxylate and dicarboxylate metabolism	2	1000	tightly_const	2	6.62856254201043e-10	6.63049554653534e-10	6.62856254201259e-10	1	5	0	1
YEL041W	P32622	YEF1	55.87302	sce00NNN  None	2	1000	essential	2	6.34031485436078e-09	8.16701692464552e-09	6.62856254201259e-09	1	18	0	1
YFR047C	P43619	BNA6	32.36461	sce00760  Nicotinate and nicotinamide metabolism	2	1000	tightly_const	2	1.77866216905573e-08	1.7786623949238e-08	1.77866216905622e-08	1	12	0	1
YHR074W	P38795	QNS1	80.68505	sce00760  Nicotinate and nicotinamide metabolism	2	1000	essential	2	1.66749650384785e-08	1.77717667552166e-08	1.66749650384833e-08	1	18	0	1
YJR025C	P47096	BNA1	20.23471	sce00380  Tryptophan metabolism	2	1000	tightly_const	2	4.26878459544204e-09	4.26878592454066e-09	4.26878459544296e-09	1	4	0	1
YJR078W	P47125	BNA2	50.77489	sce00380  Tryptophan metabolism	2	1000	tightly_const	2	8.89329163572907e-09	8.91098224825643e-09	8.89329163573123e-09	1	3	0	1
YLR231C	Q05979	BNA5	51.03155	sce00380  Tryptophan metabolism	2	1000	essential	2	3.04913569579704e-08	3.14501995557446e-08	3.04913569579781e-08	1	7	0	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72294053789898e-08	2.72787877771267e-08	2.72466152002226e-08	1	6	0	1
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.68556675097507e-11	4.24706362514004e-09	1.5728024228112e-10	1	16	0	1
D12D	Q9Y8H5	D12D	46.001		2	1000	tightly_const	2	0.000384190997780769	0.000384191316362371	0.000384190997780769	1	7	0	1
D6D	A0A1Y5I9G7	D6D	51.674		2	1000	tightly_const	2	0.000384190997780769	0.000384191316362371	0.000384190997780769	1	9	0	1
D6E	D5KSD4	D6E	36.746		2	1000	tightly_const	2	0.000384190997780769	0.000384191316362371	0.000384190997780769	1	11	0	1
D5D	HQ678517	D5D	59.89		2	1000	tightly_const	2	0.000384190997780769	0.000384191316362371	0.000384190997780769	1	9	0	1
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.1570085905617	tightly_const	2	9.19924420062942e-07	9.24858966786927e-07	9.21570009817979e-07	1	17	0	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.45159057341327	essential	2	1.90763855923206e-06	2.04687049736092e-06	2.04651448317802e-06	1	6	0	1
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.2961380349797	essential	2	1.91695842763946e-06	2.10111675181244e-06	2.09900935228268e-06	1	5	0	1
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	2.2961380349797	essential	2	5.73038722500707e-07	5.8305734366505e-07	5.79558636183294e-07	1	4	0	1
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26480889769298	tightly_const	2	3.30406369689173e-06	3.30898802955244e-06	3.30572406339931e-06	1	6	0	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.22805482633616	tightly_const	2	6.91589893834057e-07	6.94639843956519e-07	6.9448052778743e-07	1	9	0	1
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22744438074233	essential	2	2.85288898901295e-08	3.19052624719545e-08	2.85346326624131e-08	1	2	0	1
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22607509725869	tightly_const	2	9.15957193613147e-07	9.18032029016432e-07	9.16049922585942e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22607509725869	tightly_const	2	1.6949832072779e-05	1.69569361994893e-05	1.69532404089263e-05	1	8	0	1
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.1930949056537	tightly_const	2	3.78879613788528e-07	3.80570539164473e-07	3.79097148178498e-07	1	2	0	1
YGR010W	P53204	NMA2	44.90875	sce00760  Nicotinate and nicotinamide metabolism	2	1000	opt_isoenz_tight	2	0	4.42818547759022e-08	4.42818544042224e-08	1	12	0	2
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454309	subOpt_isoenz	0	0	1.40928363739834e-08	0	0	6	1	2
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.14100119086777e-09	0	0	7	2	2
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.281765185109172	subOpt_isoenz	0	0	5.1266687482032e-07	0	0	8	5	2
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040243	subOpt_isoenz	0	0	3.67187587728317e-08	0	0	12	7	2
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.218626278266994	subOpt_isoenz	0	0	8.11673783618063e-08	0	0	6	8	2
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.126005248299782	subOpt_isoenz	0	0	1.35915468489622e-06	0	0	8	14	2
