genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDL078C	P32419	MDH3	37.18575	2	1000	essential	2	1.3201254124212e-08	1.55981675530958e-08	1.3201254124212e-08	1	5	0	1
YDR256C	P15202	CTA1	58.55479	2	1000	tightly_const	2	6.65497927366675e-11	6.65497927366675e-11	6.65497927366675e-11	1	3	0	1
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.10037763827876e-07	2.10430589497571e-07	2.10188074822914e-07	1	4	0	1
YER065C	P28240	ICL1	62.40816	2	1000	essential	2	4.75900456627417e-06	4.85663922059488e-06	4.85620819021713e-06	1	3	0	1
YFL030W	P43567	AGX1	41.90679	2	1000	essential	2	2.43996032076196e-07	2.53828822956315e-07	2.53785390969306e-07	1	4	0	1
YGL205W	P13711	POX1	84.04132	2	1000	tightly_const	2	2.68672604303674e-05	2.68680651657587e-05	2.6867876404673e-05	1	38	0	1
YIL160C	P27796	POT1	44.72993	2	1000	tightly_const	2	7.64425468970624e-06	7.64432356777192e-06	7.64425468970624e-06	1	37	0	1
YKL106W	Q01802	AAT1	51.79484	2	1000	tightly_const	2	2.29345366888636e-07	2.29784310430669e-07	2.29418234999805e-07	1	6	0	1
YKR009C	Q02207	FOX2	98.70186	2	1000	tightly_const	2	5.83168887298481e-07	5.83171382713902e-07	5.83168887298481e-07	1	58	0	1
YML042W	P32796	CAT2	77.24096	2	1000	tightly_const	2	6.40045842507555e-07	6.40479702438346e-07	6.40303681450354e-07	1	8	0	1
YNL117W	P30952	MLS1	62.79047	2	1000	tightly_const	2	1.60592754523074e-06	1.6088593694001e-06	1.60708192697969e-06	1	13	0	1
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.7226371987723e-08	2.72744335769703e-08	2.72466152002226e-08	1	6	0	1
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	2.61986487874409e-11	4.27227658996298e-09	1.5728024228112e-10	1	16	0	1
YJR051W	P21375	OSM1	55.06455	2	20.3107260101855	essential	2	1.28659903666838e-07	1.30462539590364e-07	1.28714594749086e-07	1	5	0	1
YLR044C	P06169	PDC1	61.49468	2	16.0230649637638	tightly_const	2	2.95778764448264e-06	2.96079521647604e-06	2.96076484789204e-06	0	17	1	1
YPL061W	P54115	ALD6	54.41344	2	10.863219265181	tightly_const	2	1.8837047306301e-05	1.89822367237298e-05	1.89791884920553e-05	1	8	0	1
YLR153C	P52910	ACS2	75.49079	2	6.72488842916531	tightly_const	2	3.10865169143513e-06	3.13369009665165e-06	3.13357479087895e-06	1	13	0	1
YDL141W	P48445	BPL1	76.36203	2	6.69855247592478	tightly_const	2	3.80322939582909e-10	3.803240512348e-10	3.80322939582909e-10	1	10	0	1
YNR016C	Q00955	ACC1	250.35091	2	6.69855247592478	tightly_const	2	5.23840192994118e-06	5.23843627842141e-06	5.23840192994118e-06	1	7	0	1
YKL085W	P17505	MDH1	35.64959	2	6.68728511947265	tightly_const	2	1.20844960758818e-06	1.21190881529011e-06	1.20845567065158e-06	1	5	0	1
YLR174W	P41939	IDP2	46.56172	2	3.01370060704706	essential	2	5.88185783850197e-07	6.1825400078239e-07	5.8836107889931e-07	1	5	0	1
YAL038W	P00549	CDC19	54.54404	2	2.45090461054264	essential	2	1.94857781845242e-06	2.08838631936997e-06	2.08805367872736e-06	0	6	2	1
YNR001C	P00890	CIT1	53.35945	2	2.42494891426451	essential	2	4.9548436757456e-07	6.99421275031243e-07	6.96413087658648e-07	1	7	0	1
YOR283W	Q12040	YOR283W	26.17622	2	2.29447602060878	essential	2	5.84333585638629e-07	5.94422425596179e-07	5.9087153630361e-07	1	4	0	1
YGR254W	P00924	ENO1	46.81564	2	2.29447602060878	essential	2	1.95711421879257e-06	2.14216222471574e-06	2.13998170895459e-06	0	5	3	1
YCR012W	P00560	PGK1	44.73787	2	1.21109239560398	tightly_const	2	9.17089551659867e-07	9.19189002061686e-07	9.17077304676368e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	2	1.21109239560398	tightly_const	2	1.69710158673276e-05	1.69769412986605e-05	1.69722540621578e-05	0	8	4	1
YDR050C	P00942	TPI1	26.79508	2	1.19398384472797	essential	2	2.85649550181175e-08	3.1962925763239e-08	2.85613266909063e-08	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.18734648048403	tightly_const	2	6.92395175795111e-07	6.95332966494918e-07	6.95128250500907e-07	1	9	0	1
YLR354C	P15019	TAL1	37.0359	2	1.17653114922853	tightly_const	2	3.30756574083472e-06	3.31177401685735e-06	3.30762159297591e-06	0	6	5	1
YDR516C	Q04409	EMI2	55.92028	2	1.00066824855471	tightly_const	2	1.85880652651656e-07	1.8618037961475e-07	1.86178000000186e-07	1	4	0	1
YPL023C	P46151	MET12	73.94088	0	0.293884450454309	subOpt_isoenz	0	0	1.40931804379932e-08	0	0	6	6	2
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136	subOpt_isoenz	0	0	2.15179109131536e-09	0	0	7	7	2
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.66574056758371e-08	0	0	12	9	2
YAL062W	P39708	GDH3	49.62653	0	0.156826858263126	subOpt_isoenz	0	0	1.59002404088851e-06	0	0	8	10	2
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	1.81058224817299e-09	0	1	6	0	2
YCR005C	P08679	CIT2	51.41279	0	0	subOpt_isoenz	0	0	3.47501770554256e-09	0	1	6	0	2
YDL066W	P21954	IDP1	48.18986	0	0	subOpt_isoenz	0	0	6.55161698842967e-10	0	1	5	0	2
YER015W	P39518	FAA2	83.43704	0	0	subOpt_isoenz	0	0	1.06824482500873e-09	0	1	20	0	2
YGR208W	P42941	SER2	34.20684	0	0	subOpt_isoenz	0	0	1.18721449296172e-11	0	1	4	0	2
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.39210574797949e-11	0	1	4	0	2
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.2764136274691e-09	0	1	48	0	2
