genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10048122616892e-07	2.10436189655507e-07	2.10188074822914e-07	1	4	0	1	1.00386729225075	1.00386739541186
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72292023922248e-08	2.7278786214526e-08	2.72466152002226e-08	1	6	0	1	1.00052872262146	1.00052873668179
YPL069C	Q12051	BTS1	38.65108	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1000	tightly_const	2	4.78696800863878e-08	4.78696800864836e-08	4.78696800863878e-08	1	4	0	1	1.00001022432157	1.00001022459231
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	1.37840924399062e-10	4.25248614204053e-09	1.5728024228112e-10	1	16	0	1	1.00000135561442	1.00000135564089
CPS	B8PQ84	CPS	90.483		2	1000	tightly_const	2	0.000568691692512249	0.000568691692513387	0.000568691692512249	1	2	0	1	1.39732601518017	1.39734559724279
KSL	C8XPS0	KSL	68.37		2	1000	tightly_const	2	0.000568691692512249	0.000568691692513387	0.000568691692512249	1	3	0	1	1.27365118332597	1.27366484447109
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.2734002933924	essential	2	7.85966587478451e-07	8.27345251722483e-07	7.86330640654704e-07	1	17	0	1	1.08712953260042	1.16830654921904
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.45433183849389	essential	2	1.90102368198579e-06	2.04057653492063e-06	2.03730381258078e-06	1	6	0	1	1.03921564189079	1.10026312073019
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.29765490781111	essential	2	1.90934472490426e-06	2.09352323453723e-06	2.08879060228202e-06	1	5	0	1	1.02698004815023	1.08730394427088
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26496007521837	tightly_const	2	3.2403355944663e-06	3.26115952771494e-06	3.24035499267072e-06	1	6	0	1	1.0445271617484	1.10588780075776
