genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDL171C	Q12680	GLT1	238.09944	1	1000
YEL046C	P37303	GLY1	42.81463	1	1000
YER062C	P40106	GPP2	27.8134	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YFL053W	P43550	DAK2	62.13397	1	1000
YIL053W	P41277	GPP1	27.94655	1	1000
YML070W	P54838	DAK1	62.20593	1	1000
YOR120W	P14065	GCY1	35.07875	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
ADS	Q9AR04	ADS	63.933	1	1000
CYP71AV1	Q1PS23	CYP71AV1	55.725	1	1000
YOL059W	P41911	GPD2	49.42115	1	212.535664695769
YDL022W	Q00055	GPD1	42.8683	1	212.535664695769
YLR450W	P12684	HMG2	115.69085	1	32.3573927287945
YML075C	P12683	HMG1	115.62448	1	32.3573927287944
YJL167W	P08524	ERG20	40.48289	1	32.3573927287944
YPL117C	P15496	IDI1	33.35113	1	32.3573927287944
YMR208W	P07277	ERG12	48.45901	1	32.3573927287944
YMR220W	P24521	ERG8	50.45437	1	32.3573927287944
YNR043W	P32377	MVD1	44.11544	1	32.3573927287944
YHR002W		LEU5	NaN	1	32.3573927287944
YML126C	P54839	ERG13	55.01283	1	32.3573927287944
YPL028W	P41338	ERG10	41.72825	1	32.3573927287944
YBR117C	P33315	TKL2	75.02862	1	24.9564412924651
YPR074C	P23254	TKL1	73.80488	1	21.0881193610524
YBR221C	P32473	PDB1	40.0532	1	7.65904929518632
YER178W	P16387	PDA1	46.34261	1	7.65904929518632
YGR193C	P16451	PDX1	45.36125	1	7.65904929518632
YNL071W	P12695	LAT1	51.81762	1	7.65904929518632
YJL121C	P46969	RPE1	25.96689	1	5.6148316354016
YGL080W		MPC1	NaN	1	5.20906484787086
YGR243W		MPC3	NaN	1	5.20906484787086
YHR162W		MPC2	NaN	1	5.20906484787086
YGR248W	P53315	SOL4	28.44737	1	3.07111506783772
YGR256W	P53319	GND2	53.92235	1	3.07111506783772
YHR163W	P38858	SOL3	27.78417	1	3.07111506783772
YHR183W	P38720	GND1	53.54274	1	3.07111506783772
YNL241C	P11412	ZWF1	57.5209	1	3.07111506783772
YFR053C	P04806	HXK1	53.73784	1	2.76204345852346
YCL040W	P17709	GLK1	55.37689	1	2.76204345852346
YGL253W	P04807	HXK2	53.9419	1	2.76204345852346
YLR446W	Q06204	YLR446W	48.96875	1	2.76204345852346
YAL038W	P00549	CDC19	54.54404	1	2.47123892358893
YOR347C	P52489	PYK2	55.19478	1	2.47123892358893
YGR254W	P00924	ENO1	46.81564	1	2.30307357389849
YHR174W	P00925	ENO2	46.91368	1	2.30307357389849
YKL152C	P00950	GPM1	27.60828	1	2.30307357389849
YMR323W	P42222	ERR3	47.31216	1	2.30307357389849
YOR393W	P0CX10	ERR1	47.32712	1	2.30307357389849
YPL281C	P0CX11	ERR2	47.32712	1	2.30307357389849
YOR283W	Q12040	YOR283W	26.17622	1	2.30307357389849
YML120C	P32340	NDI1	57.24915	1	1.72897627022014
YCR012W	P00560	PGK1	44.73787	1	1.22232522058897
YGR192C	P00359	TDH3	35.74626	1	1.22232522058897
YJL052W	P00360	TDH1	35.74956	1	1.22232522058897
YJR009C	P00358	TDH2	35.84645	1	1.22232522058897
YDR050C	P00942	TPI1	26.79508	1	1.17026406408339
YGR240C	P16861	PFK1	107.96906	1	1.1627583838982
YKL060C	P14540	FBA1	39.62024	1	1.1627583838982
YMR205C	P16862	PFK2	104.61673	1	1.1627583838981
YGR087C	P26263	PDC6	61.57964	0	0.149387541187893
YLR044C	P06169	PDC1	61.49468	0	0.149387541187893
YLR134W	P16467	PDC5	61.91138	0	0.149387541187893
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YBL039C	P28274	URA7	64.70953	0	0.144640320092042
YJR103W	P38627	URA8	64.50989	0	0.144640320092042
YBR029C	P38221	CDS1	51.82218	0	0.143489789787561
YOR175C	Q08548	ALE1	72.22714	0	0.136276478731303
YER070W	P21524	RNR1	99.56021	0	0.130983602273307
YIL066C	P21672	RNR3	97.51369	0	0.130983602273307
YJL026W	P09938	RNR2	46.14681	0	0.130983602273307
YGR180C	P49723	RNR4	40.05407	0	0.127631371069495
YDL052C	P33333	SLC1	33.88654	0	0.121944357246975
YCR048W	P25628	ARE1	71.61215	0	0.114117491967086
YDR503C	Q04396	LPP1	31.58604	0	0.10787134178342
YNR019W	P53629	ARE2	74.022	0	0.107676212076362
YOR245C	Q08650	DGA1	47.71075	0	0.0852643181145428
YOR184W	P33330	SER1	43.41501	0	0.0141753479468255
YER081W	P40054	SER3	51.1927	0	0.0141753479468255
YGR208W	P42941	SER2	34.20684	0	0.0141753479468255
YIL074C	P40510	SER33	51.18777	0	0.0141753479468255
YLR058C	P37291	SHM2	52.21793	0	0.00435539909987299
YAL044C	P39726	GCV3	18.79276	0	0
YAL062W	P39708	GDH3	49.62653	0	0
YBR263W	P37292	SHM1	53.68589	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDR019C	P48015	GCV1	44.46849	0	0
YDR148C	P19262	KGD2	50.43011	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YMR189W	P49095	GCV2	114.45033	0	0
YOR375C	P07262	GDH1	49.56931	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
