genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10172506863555e-07	2.10436189653951e-07	2.10188074822914e-07	1	4	0	1	1.00042777186016	1.00042970995306
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72363771297275e-08	2.72792986934814e-08	2.72466152002226e-08	1	6	0	1	1.0000584835601	1.00005874843153
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	1.42767511450752e-10	4.24198003492912e-09	1.5728024228112e-10	1	16	0	1	1.00000016796303	1.00000016872368
VS	S4SC87	VS	69.219		2	1000	tightly_const	2	0.00126874524723595	0.00126874524723849	0.00126874524723595	1	3	0	1	1.93262963488514	1.94082695368744
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	2.92299701528185	tightly_const	2	8.82665805962927e-06	8.82685083829092e-06	8.82665805962927e-06	1	5	0	1	1.00417305087079	1.0041920286875
YMR208W	P07277	ERG12	48.45901	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce04146  Peroxisome	2	2.92299701528185	tightly_const	2	6.65021967107405e-07	6.65037067230917e-07	6.65021967107405e-07	1	11	0	1	1.00037579527395	1.00037749778926
YMR220W	P24521	ERG8	50.45437	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	2.92299701528185	tightly_const	2	4.28352708530484e-06	4.28362450517243e-06	4.28352708530484e-06	1	4	0	1	1.00252235439034	1.00253380637955
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	2.92299701528185	tightly_const	2	2.97224274867681e-06	2.97230769894584e-06	2.97224274867681e-06	1	6	0	1	1.00152971823582	1.00153665655209
YPL117C	P15496	IDI1	33.35113	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	2.92299701528185	essential	2	1.62363495704009e-10	2.87514222969485e-09	1.62363495704009e-10	1	2	0	1	1.00000006313576	1.00000006342169
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22638254966876	tightly_const	2	1.68769654679273e-05	1.69121737707379e-05	1.68773988998863e-05	1	8	0	1	0.981943499168301	1.06178709442243
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.2247812879946	essential	2	2.82462982750281e-08	3.17152655370469e-08	2.8243773908122e-08	1	2	0	1	1.00007015600977	1.00007047374932
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	2.92299701528185	opt_isoenz_tight	2	0	3.14910829494401e-07	3.14898563147462e-07	1	7	0	2	1.00042460613707	1.00042652988101
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454312	subOpt_isoenz	0	0	1.4093216735833e-08	0	0	6	1	2	1.00000001801535	1.00000001809694
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.09035570233142e-09	0	0	7	2	2	1.00000001801507	1.00000001809665
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.292271886118829	subOpt_isoenz	0	0	5.14598211607928e-07	0	0	8	3	2	1.00000001801547	1.00000001809706
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040242	subOpt_isoenz	0	0	3.6743653966917e-08	0	0	12	5	2	1.00000001801548	1.00000001809706
YDR231C	Q04935	COX20	23.75778	sce00NNN  None	0	0.225405631438596	subOpt_isoenz	0	0	3.38426768803927e-10	0	0	7	8	2	1.00000000000014	1.00000000000014
YGR062C	P53239	COX18	35.64994	sce00NNN  None	0	0.225405631438596	subOpt_isoenz	0	0	3.38426768803927e-10	0	0	7	8	2	1.00000000000014	1.00000000000014
YHR116W	P38824	COX23	17.31758	sce00NNN  None	0	0.225405631438596	subOpt_isoenz	0	0	3.38426768803927e-10	0	0	7	8	2	1.00000000000014	1.00000000000014
YJL003W	P47081	COX16	14.07686	sce00NNN  None	0	0.225405631438596	subOpt_isoenz	0	0	3.38426768803927e-10	0	0	7	8	2	1.00000000000014	1.00000000000014
YLL018C-A	Q3E731	COX19	11.10542	sce00NNN  None	0	0.225405631438596	subOpt_isoenz	0	0	3.38426768803927e-10	0	0	7	8	2	1.00000000000014	1.00000000000014
YPL132W	P19516	COX11	34.04384	sce00190  Oxidative phosphorylation	0	0.225405631438596	subOpt_isoenz	0	0	3.38426768803927e-10	0	0	7	8	2	1.00000000000014	1.00000000000014
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.221883618657273	subOpt_isoenz	0	0	8.11500178658788e-08	0	0	6	10	2	1.00000001801507	1.00000001809665
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.129058710711812	subOpt_isoenz	0	0	1.34295915381338e-06	0	0	8	13	2	1.00000001260316	1.00000001266023
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.0284390447736428	subOpt_isoenz	0	0	2.98334619394507e-08	0	0	6	14	2	1.00000001801547	1.00000001809706
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	0	0	subOpt_isoenz	0	0	1.58888454363178e-11	0	1	4	0	2	1.00000001801547	1.00000001809706
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.21760790465255e-09	0	1	48	0	2	1.0000000180153	1.00000001809687
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.20764780539349e-09	0	1	52	0	2	1.00000001260317	1.00000001266024
YOR388C	Q08911	FDH1	41.7138	sce00630  Glyoxylate and dicarboxylate metabolism sce01200  Carbon metabolism	0	0	subOpt_isoenz	0	0	1.57754488438269e-09	0	1	4	0	2	1.00000001801547	1.00000001809705
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	opt_isoenz	2	0	1.55148039164944e-09	1.2969475940736e-11	1	7	0	3	1.00000003285951	1.00000003300832
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15328673253031e-09	1.59461388661699e-12	1	11	0	3	1.00000000539106	1.00000000541547
YOR222W		ODC2	NaN		0	0.259412909906841		0	NaN	NaN	NaN	0	6	4	3	1	1
YPL134C		ODC1	NaN		0	0.259412909906841		0	NaN	NaN	NaN	0	6	4	3	1	1
YEL039C	P00045	CYC7	12.53211	sce00NNN  None	0	0.225405631438596	unusable	0	0	6.71600859733394e-13	0	0	16	7	3	1.00000001801547	1.00000001809706
YJR048W	P00044	CYC1	12.18177	sce00NNN  None	0	0.225405631438596	subOpt_isoenz	0	0	2.27084454194752e-11	0	0	16	7	3	1.00000001801546	1.00000001809705
YER053C		PIC2	NaN		0	0.17072302501543		0	NaN	NaN	NaN	0	4	12	3	1	1
YJR077C		MIR1	NaN		0	0.17072302501543		0	NaN	NaN	NaN	0	4	12	3	1	1
YDR148C	P19262	KGD2	50.43011	sce00020  Citrate cycle (TCA cycle) sce00310  Lysine degradation sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	0	0	subOpt_isoenz	0	0	3.85908944831468e-10	0	0	11	15	3	1.00000001801547	1.00000001809705
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.01866930555984e-10	0	0	24	16	3	1.00000001801536	1.00000001809694
YGR180C	P49723	RNR4	40.05407	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	2.29254828532181e-09	0	0	24	16	3	1.00000001801536	1.00000001809694
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.39603845366479e-10	0	0	24	16	3	1.00000001801563	1.00000001809721
YIL125W	P20967	KGD1	114.41496	sce00020  Citrate cycle (TCA cycle) sce00310  Lysine degradation sce00380  Tryptophan metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	0	0	subOpt_isoenz	0	0	3.85908944831468e-10	0	0	11	15	3	1.00000001801547	1.00000001809705
