genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
VS	S4SC87	VS	69.219	1	1000
YGR087C	P26263	PDC6	61.57964	1	12.23655547482
YLR044C	P06169	PDC1	61.49468	1	12.23655547482
YLR134W	P16467	PDC5	61.91138	1	12.23655547482
YJL167W	P08524	ERG20	40.48289	1	2.95975689764485
YLR450W	P12684	HMG2	115.69085	1	2.95975689764485
YML075C	P12683	HMG1	115.62448	1	2.95975689764485
YMR208W	P07277	ERG12	48.45901	1	2.95975689764485
YMR220W	P24521	ERG8	50.45437	1	2.95975689764485
YNR043W	P32377	MVD1	44.11544	1	2.95975689764485
YPL117C	P15496	IDI1	33.35113	1	2.95975689764485
YHR002W		LEU5	NaN	1	2.88029937014341
YAL038W	P00549	CDC19	54.54404	1	2.45446840972898
YOR347C	P52489	PYK2	55.19478	1	2.45446840972898
YGR254W	P00924	ENO1	46.81564	1	2.29778157428918
YHR174W	P00925	ENO2	46.91368	1	2.29778157428918
YKL152C	P00950	GPM1	27.60828	1	2.29778157428918
YMR323W	P42222	ERR3	47.31216	1	2.29778157428918
YOR393W	P0CX10	ERR1	47.32712	1	2.29778157428918
YPL281C	P0CX11	ERR2	47.32712	1	2.29778157428918
YOR283W	Q12040	YOR283W	26.17622	1	2.29778157428918
YLR354C	P15019	TAL1	37.0359	1	1.23979182911605
YGR043C	P53228	NQM1	37.25314	1	1.23979182911605
YCR012W	P00560	PGK1	44.73787	1	1.22626695495017
YGR192C	P00359	TDH3	35.74626	1	1.22626695495017
YJL052W	P00360	TDH1	35.74956	1	1.22626695495017
YJR009C	P00358	TDH2	35.84645	1	1.22626695495017
YDR050C	P00942	TPI1	26.79508	1	1.22454846586234
YMR205C	P16862	PFK2	104.61673	1	1.21768570485146
