genes	enzymes	shortNames	MWs	actions	k_scores
YAR035W	P80235	YAT1	77.76483	1	1000
YBL015W	P32316	ACH1	58.71137	1	1000
YCL064C	P25379	CHA1	39.30093	1	1000
YEL046C	P37303	GLY1	42.81463	1	1000
YER024W	P40017	YAT2	103.33286	1	1000
YER073W	P40047	ALD5	56.69214	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YML042W	P32796	CAT2	77.24096	1	1000
YMR170C	P47771	ALD2	55.18718	1	1000
YOR100C		CRC1	NaN	1	1000
YOR374W	P46367	ALD4	56.72295	1	1000
YMR110C	Q04458	HFD1	59.97826	1	1000
YAL054C	Q01574	ACS1	79.13997	1	668.178736818922
YBR296C		PHO89	NaN	1	53.1736327315858
YCR037C		PHO87	NaN	1	53.1736327315858
YJL198W		PHO90	NaN	1	53.1736327315858
YML123C		PHO84	NaN	1	53.1736327315858
YNR013C		PHO91	NaN	1	53.1736327315858
YLR174W	P41939	IDP2	46.56172	1	35.3214040797727
YDR158W	P13663	HOM2	39.54334	1	9.71381837166287
YER052C	P10869	HOM3	58.10913	1	9.71381837166287
YCR053W	P16120	THR4	57.47349	1	9.71381837166287
YHR025W	P17423	THR1	38.71215	1	9.71381837166287
YJR139C	P31116	HOM6	38.50163	1	9.71381837166287
YOL126C	P22133	MDH2	40.7305	1	9.49019550373284
YKL085W	P17505	MDH1	35.64959	1	9.2865201855441
YNR001C	P00890	CIT1	53.35945	1	9.2865201855441
YPR001W	P43635	CIT3	53.81073	1	9.2865201855441
YBR218C	P32327	PYC2	130.16549	1	6.12039364693446
YGL062W	P11154	PYC1	130.09827	1	6.12039364693437
YLR153C	P52910	ACS2	75.49079	1	4.53621045676737
YNL036W	P53615	NCE103	24.85889	1	4.1289238823629
YLR027C	P23542	AAT2	46.05711	1	3.44563301968053
YAL038W	P00549	CDC19	54.54404	1	2.61215158282223
YOR347C	P52489	PYK2	55.19478	1	2.61215158282223
YBR221C	P32473	PDB1	40.0532	1	2.53489644623098
YER178W	P16387	PDA1	46.34261	1	2.53489644623098
YGR193C	P16451	PDX1	45.36125	1	2.53489644623098
YNL071W	P12695	LAT1	51.81762	1	2.53489644623098
YGR254W	P00924	ENO1	46.81564	1	2.43376676338755
YHR174W	P00925	ENO2	46.91368	1	2.43376676338755
YKL152C	P00950	GPM1	27.60828	1	2.43376676338755
YMR323W	P42222	ERR3	47.31216	1	2.43376676338755
YOR393W	P0CX10	ERR1	47.32712	1	2.43376676338755
YPL281C	P0CX11	ERR2	47.32712	1	2.43376676338755
YOR283W	Q12040	YOR283W	26.17622	1	2.43376676338755
YML120C	P32340	NDI1	57.24915	1	1.80544727646939
YGL080W		MPC1	NaN	1	1.75270812261681
YGR243W		MPC3	NaN	1	1.75270812261681
YHR162W		MPC2	NaN	1	1.75270812261681
YLR354C	P15019	TAL1	37.0359	1	1.3420113614736
YGR043C	P53228	NQM1	37.25314	1	1.3420113614736
YDR050C	P00942	TPI1	26.79508	1	1.29572637692859
YGR240C	P16861	PFK1	107.96906	1	1.28729549180306
YKL060C	P14540	FBA1	39.62024	1	1.28729549180306
YMR205C	P16862	PFK2	104.61673	1	1.28729549180306
YCR012W	P00560	PGK1	44.73787	1	1.28461646689376
YGR192C	P00359	TDH3	35.74626	1	1.28461646689376
YJL052W	P00360	TDH1	35.74956	1	1.28461646689376
YJR009C	P00358	TDH2	35.84645	1	1.28461646689376
YBR196C	P12709	PGI1	61.29832	1	1.26287124829616
YDR516C	Q04409	EMI2	55.92028	1	1.00066848426109
YDR454C	P15454	GUK1	20.63708	0	0.151891028439486
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YBR029C	P38221	CDS1	51.82218	0	0.141671879633401
YBL039C	P28274	URA7	64.70953	0	0.133931198022575
YJR103W	P38627	URA8	64.50989	0	0.133931198022575
YOR175C	Q08548	ALE1	72.22714	0	0.133575227877174
YMR062C	Q04728	ARG7	47.84821	0	0.11776573229924
YOL140W	P18544	ARG8	46.68082	0	0.11776573229924
YOR130C		ORT1	NaN	0	0.11776573229924
YER069W	Q01217	ARG5,6	94.86823	0	0.11776573229924
YDL052C	P33333	SLC1	33.88654	0	0.116851750121471
YDR503C	Q04396	LPP1	31.58604	0	0.107871341923535
YER070W	P21524	RNR1	99.56021	0	0.0999653149773641
YIL066C	P21672	RNR3	97.51369	0	0.0999653149773641
YJL026W	P09938	RNR2	46.14681	0	0.0999653149773641
YMR246W	P47912	FAA4	77.26612	0	0.0935458350607013
YOR317W	P30624	FAA1	77.86529	0	0.0935458350607013
YGR180C	P49723	RNR4	40.05407	0	0.0922238728151262
YLR438W	P07991	CAR2	46.08557	0	0.083875
YDL066W	P21954	IDP1	48.18986	0	0.0819601656275118
YOR095C	Q12189	RKI1	28.25777	0	0.0733089068929824
YLR058C	P37291	SHM2	52.21793	0	0.0043553997430063
YCL040W	P17709	GLK1	55.37689	0	0
YDR148C	P19262	KGD2	50.43011	0	0
YER081W	P40054	SER3	51.1927	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YGR208W	P42941	SER2	34.20684	0	0
YGR248W	P53315	SOL4	28.44737	0	0
YGR256W	P53319	GND2	53.92235	0	0
YHR002W		LEU5	NaN	0	0
YHR163W	P38858	SOL3	27.78417	0	0
YHR183W	P38720	GND1	53.54274	0	0
YIL074C	P40510	SER33	51.18777	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YMR267W	P28239	PPA2	35.57213	0	0
YNL241C	P11412	ZWF1	57.5209	0	0
YOR184W	P33330	SER1	43.41501	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
