genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.10048122743766e-07	2.10436189421053e-07	2.10188074822914e-07	0	3.63499891424412e-09	2.90454428408347e-09	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72291929088314e-08	2.72509975616487e-08	2.72466152002226e-08	0	4.7120378853984e-10	3.76515178166525e-10	up_distinct	1
YPL069C	Q12051	BTS1	38.65108	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000	7968	1	4	0	essential_tightly_const	2	4.78696800864307e-08	4.78696800864403e-08	4.78696800864307e-08	4.78696800864355e-10	4.94322827572138e-10	4.78696800864355e-10	up_distinct	1
CPS	B8PQ84	CPS	90.483		OE	1000	0	1	2	0	essential_tightly_const	2	0.000568691692512758	0.000568691692512872	0.000568691692512758	5.68691692512815e-06	5.87255408844665e-06	5.68691692512815e-06	none	3
KSL	C8XPS0	KSL	68.37		OE	1000	0	1	3	0	essential_tightly_const	2	0.000568691692512758	0.000568691692512872	0.000568691692512758	5.68691692512815e-06	5.87255408844665e-06	5.68691692512815e-06	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.275672629111	7128	1	17	0	essential	2	7.85990927240145e-07	8.27345246317128e-07	7.8633064067521e-07	0	2.05815336340424e-07	2.05779274948983e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.45437388200809	7081	1	6	0	essential	2	1.90102380792685e-06	2.04057653448531e-06	2.03730381258078e-06	0	8.80069288319908e-07	8.80033204591602e-07	up_distinct	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.22842294080956	7260	1	9	0	essential_tightly_const	2	6.87046590487779e-07	6.9023594983218e-07	6.88109142534258e-07	3.24891781217715e-07	5.84297791172095e-07	5.84260909523362e-07	up_distinct	1
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.29388445045431	7124	1	7	0	biomass_opt	0.5	6.44221781256184e-07	6.44438705867302e-07	6.44226117841574e-07	1.32436785917986e-06	1.32467651376365e-06	1.32444289948876e-06	down_distinct	1
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	KD	0.293827460547136	7609	1	4	0	biomass_opt	0.5	1.91089378838951e-06	1.91164021094366e-06	1.91105956507182e-06	3.92931293339286e-06	3.93229456733623e-06	3.92964538995599e-06	down_distinct	1
YJR105W	P47143	ADO1	36.37191	sce00230  Purine metabolism	KD	0.293827460547136	7704	1	5	0	biomass_opt	0.5	5.90913297868504e-08	5.97467164919828e-08	5.92051978551671e-08	1.21592369073032e-07	1.21960450943395e-07	1.21741591452827e-07	down_distinct	1
YNL036W	P53615	NCE103	24.85889	sce00910  Nitrogen metabolism	KD	0.286620240588634	7784	1	4	0	biomass_opt	0.5	0	3.64143781715598e-09	5.02516968738897e-11	0	0.00283921165716013	1.08525969255505e-10	down_subset	2
YKL085W	P17505	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	KD	0.277692209962407	7263	1	5	0	biomass_coupled	0.5	7.84833281044408e-08	8.11662198243571e-08	7.86329398289156e-08	1.61539950787292e-07	0.00197997833734481	1.61595291380808e-07	down_distinct	1
YMR267W	P28239	PPA2	35.57213	sce00190  Oxidative phosphorylation	KD	0.258260969759099	7355	1	4	0	biomass_opt	0.5	4.28008795609785e-07	4.28723730387149e-07	4.286459132457e-07	8.74813484362216e-07	8.74910450040237e-07	8.7487369979623e-07	down_distinct	1
YDL066W	P21954	IDP1	48.18986	sce00020  Citrate cycle (TCA cycle) sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids sce04146  Peroxisome	KD	0.25578	7297	1	5	0	biomass_coupled	0.5	3.94209532399209e-07	3.96308590502389e-07	3.95411741460679e-07	8.115976642592e-07	8.14089154401736e-07	8.12594260315757e-07	down_distinct	1
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	KD	0.252533868071947	7300	1	5	0	biomass_opt	0.5	1.43531084813675e-09	3.65347129074677e-09	1.43577083588779e-09	3.5260932756047e-09	0.00173284931791674	3.52707474481606e-09	down_overlaped	2
YKL029C	P36013	MAE1	74.37529	sce00620  Pyruvate metabolism sce01200  Carbon metabolism	KD	0.21743441217227	7478	1	7	0	biomass_opt	0.5	1.76448845212694e-08	1.79022899912812e-08	1.76556702474977e-08	7.3089717952037e-08	7.36103284654533e-08	7.31524880986794e-08	down_distinct	1
YOL077W-A	P81451	ATP19	7.53367	sce00190  Oxidative phosphorylation	KD	0.180244830373176	7826	1	4	0	biomass_opt	0.5	5.98865834085536e-06	5.99506354727628e-06	5.99500052371705e-06	1.40445310975136e-05	1.40448799055806e-05	1.40445545099211e-05	down_distinct	1
YER069W	Q01217	ARG5,6	94.86823	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.145193082637183	7832	1	9	0	biomass_opt	0.5	6.13386334976688e-07	6.13788095381549e-07	6.13386334976688e-07	2.54159242846025e-06	2.55326970968929e-06	2.54377715193835e-06	down_distinct	1
YMR062C	Q04728	ARG7	47.84821	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.145193082637183	7878	1	9	0	biomass_opt	0.5	1.34604081816388e-07	1.36491886338972e-07	1.34604081816388e-07	5.57737751353836e-07	0.00147563311370733	5.58217176284472e-07	down_distinct	1
YOL140W	P18544	ARG8	46.68082	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.145193082637183	7269	1	4	0	biomass_opt	0.5	1.52357004126829e-06	1.52460697441784e-06	1.52357004126829e-06	6.3129774179628e-06	6.34198223067405e-06	6.31840398026366e-06	down_distinct	1
