genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	subOpt_isoenz	2	0	0.00109120243010318	0
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	0.00254293820894778	0
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	subOpt_isoenz	2	0	0.00289987283713708	0
GES	J9PZR5	GES	67.728		2	1000	tightly_const	2	5.29505675569143e-05	5.29505675570202e-05	5.29505675569143e-05
YPL117C	P15496	IDI1	33.35113	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	43.5819502516483	essential	2	1.79750062712459e-09	0.00192095859816892	1.79750062712459e-09
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511786	opt_isoenz_tight	2	0	2.34131335392912e-06	2.34131056653082e-06
YMR208W	P07277	ERG12	48.45901	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce04146  Peroxisome	2	29.1532409511786	tightly_const	2	4.94452227092111e-06	4.94452815751855e-06	4.94452227092111e-06
YMR220W	P24521	ERG8	50.45437	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511786	tightly_const	2	3.1848564587285e-05	3.1848602480693e-05	3.1848564587285e-05
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511786	tightly_const	2	2.20990000215177e-05	2.20990263310196e-05	2.20990000215177e-05
YHR002W		LEU5	NaN		1	29.1119295367275		2	NaN	NaN	NaN
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	7.00881148923407	tightly_const	2	4.9840610215306e-06	4.98416186794201e-06	4.98410037851522e-06
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	7.00881148923407	tightly_const	2	4.9840610215306e-06	4.98416186794201e-06	4.98410037851522e-06
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	2	7.00881148923407	tightly_const	2	4.9840610215306e-06	4.98416186794201e-06	4.98410037851522e-06
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	7.00881148923407	tightly_const	2	4.9840610215306e-06	4.98416186794201e-06	4.98410037851522e-06
YGL080W		MPC1	NaN		1	4.78536012583881		2	NaN	NaN	NaN
YGR243W		MPC3	NaN		1	4.78536012583881		2	NaN	NaN	NaN
YHR162W		MPC2	NaN		1	4.78536012583881		2	NaN	NaN	NaN
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.37030858770076	opt_isoenz_tight	2	0	1.79762007575567e-06	1.79760156061496e-06
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	1	2.21972539910225	opt_isoenz	2	0	0.00137032287233949	1.84700427885413e-06
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	1	2.21972539910225	opt_isoenz	2	0	0.00244800122518451	5.0997737561926e-07
YFR053C	P04806	HXK1	53.73784	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	1.85450009643939	opt_isoenz	2	0	8.9285449324648e-07	8.79666483938657e-10
YML120C	P32340	NDI1	57.24915	sce00NNN  None	1	1.60732680722953	opt_isoenz	2	0	6.68082470110953e-05	7.48208572989881e-07
