rxn_IDs	rxnNames	K_score	grRules	rxn_formula
r_1120	carnithine-acetylcarnithine carrier	1000	YOR100C	(R)-carnitine[m] + O-acetylcarnitine[c] => (R)-carnitine[c] + O-acetylcarnitine[m]
r_1112_REV	AKG transporter, mitochonrial (reversible)	1000	YMR241W	2-oxoglutarate[m] + citrate[c] => 2-oxoglutarate[c] + citrate[m]
r_1258_REV	sodium proton antiporter (reversible)	1000	YDR456W or YLR138W	H+[c] + sodium[e] => H+[e] + sodium[c]
r_1805_REV	glucose transport, vacuolar (reversible)	1000	YBR241C or YGL104C	D-glucose[v] => D-glucose[c]
r_0149No1	adenylate kinase (No1)	1000	YER170W	AMP[m] + ATP[m] + 2.3742e-06 prot_P26364[c] => 2 ADP[m]
r_0252No1	carnitine O-acetyltransferase (No1)	1000	YAR035W	pmet_r_0252[c] + 1.0716e-06 prot_P80235[c] => coenzyme A[c] + O-acetylcarnitine[c]
r_0254No1	carnitine O-acetyltransferase (No1)	1000	YML042W	coenzyme A[m] + O-acetylcarnitine[m] + 1.0808e-06 prot_P32796[c] => (R)-carnitine[m] + acetyl-CoA[m]
r_0364No1	dUTP diphosphatase (No1)	1000	YJR069C	pmet_r_0364[c] + 6.1866e-07 prot_P47119[c] => diphosphate[c] + dUMP[c] + H+[c]
r_0441No1	FMN reductase (No1)	1000	YLR011W	FMN[c] + H+[c] + NADH[c] + 1.4775e-05 prot_Q07923[c] => FMNH2[c] + NAD[c]
r_0464No1	glucan 1,4-alpha-glucosidase, vacuole (No1)	1000	YIL099W	glycogen[v] + H2O[v] + 2.1735e-07 prot_P08019[c] => D-glucose[v]
r_0468No1	glutamate 5-kinase (No1)	1000	YDR300C	ATP[c] + L-glutamate[c] + 2.4123e-05 prot_P32264[c] => ADP[c] + L-gamma-glutamyl phosphate[c]
r_0473No1	glutamate-5-semialdehyde dehydrogenase (No1)	1000	YOR323C	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] + 3.1271e-06 prot_P54885[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]
r_0658No1	isocitrate dehydrogenase (NAD+) (No1)	1000	YNL037C and YOR136W	isocitrate[m] + NAD[m] + 9.2593e-06 prot_P28834[c] + 9.2593e-06 prot_P28241[c] => 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m]
r_1000No1	fumarate reductase (FMN) (No1)	1000	YEL047C	FMNH2[c] + fumarate[c] + 1.8038e-05 prot_P32614[c] => FMN[c] + succinate[c]
r_2116No3	acetaldehyde dehydrogenase (No3)	1000	YER073W	7.7375e-06 prot_P40047[c] + pmet_r_2116[c] => acetate[c] + H+[c] + NADH[c]
r_4224No1	Sodium transport ATPase 5 (EC 3.6.3.7) (No1)	1000	YDR038C	pmet_r_4224[c] + 1.6026e-06 prot_Q12691[c] => ADP[c] + H+[c] + phosphate[c] + sodium[e]
r_0451_REVNo1	fumarase (reversible) (No1)	1000	YPL262W	(S)-malate[m] + 2.6838e-07 prot_P08417[c] => fumarate[m] + H2O[m]
r_0452_REVNo1	fumarase, cytoplasmic (reversible) (No1)	1000	YPL262W	(S)-malate[c] + 2.6838e-07 prot_P08417[c] => fumarate[c] + H2O[c]
r_4039_REVNo1	succinyl-CoA:acetate CoA transferase (reversible) (No1)	1000	YBL015W	acetyl-CoA[m] + succinate[m] + 3.8261e-05 prot_P32316[c] => acetate[m] + succinyl-CoA[m]
r_1244	phosphate transport	67.6944994158668	YBR296C or YCR037C or YJL198W or YML123C or YNR013C	H+[e] + phosphate[e] => H+[c] + phosphate[c]
r_0510No3	glycogen (starch) synthase (No3)	15.7038328689864	YJL137C and YLR258W	pmet_r_0510[c] + 6.1387e-07 prot_P47011[c] + 6.1387e-07 prot_P27472[c] => glycogen[c] + H+[c] + UDP[c]
r_0714_REVNo1	malate dehydrogenase, cytoplasmic (reversible) (No1)	10.5003273891036	YOL126C	H+[c] + NADH[c] + oxaloacetate[c] + 3.2413e-08 prot_P22133[c] => (S)-malate[c] + NAD[c]
r_0958No2	pyruvate carboxylase (No2)	4.81037832918259	YGL062W	pmet_r_0958[c] + 4.6296e-06 prot_P11154[c] => ADP[c] + H+[c] + oxaloacetate[c] + phosphate[c]
r_0888No1	phosphoglucomutase (No1)	4.01111383430165	YMR105C	pmet_r_0888[c] + 1.292e-06 prot_P37012[c] => D-glucose 1-phosphate[c]
r_1084No1	UTP-glucose-1-phosphate uridylyltransferase (No1)	4.01111383430165	YHL012W	pmet_r_1084[c] + 2.9728e-06 prot_P38709[c] => diphosphate[c] + UDP-D-glucose[c]
