genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YBR006W	P38067	UGA2	54.18854	2	1000	2	8.42650467899578e-07	8.43134332604602e-07	8.42650467899208e-07	1.000001000001	1	6	0	1
YBR208C	P32528	DUR1,2	201.82994	2	1000	2	1.86798893281245e-07	1.8708510254243e-07	1.86798893282006e-07	1.000001000001	1	10	0	1
YEL047C	P32614	FRD1	50.84351	1	1000	2	2.47353910430751e-05	0.00157481131610395	2.47357353807533e-05	1.000001000001	1	10	0	1
YGR019W	P17649	UGA1	52.94565	2	1000	2	1.23661086597028e-06	1.23732094965942e-06	1.23661086597066e-06	1.000001000001	1	4	0	1
YHR037W	P07275	PUT2	64.43444	1	1000	2	5.75005634998922e-06	0.00122887375876784	5.75005634998921e-06	1.000001000001	1	9	0	1
YLR011W	Q07923	LOT6	21.2804	1	1000	2	1.98023487873437e-05	0.000890532066578044	1.98034716566288e-05	1.00000100000099	1	7	0	1
YLR089C	P52893	ALT1	66.42089	1	1000	2	9.98268838403128e-07	0.00118754145677995	9.98268838403052e-07	1.000001000001	1	4	0	1
YLR142W	P09368	PUT1	53.27087	2	1000	2	2.57465344098012e-07	2.5775329109031e-07	2.57465344097983e-07	1.000001000001	1	4	0	1
YLR209C	Q05788	PNP1	33.7546	1	1000	2	2.06454240498114e-07	0.00233503682350422	2.06454240498116e-07	1.000001000001	1	13	0	1
YLR438W	P07991	CAR2	46.08557	2	1000	2	4.44270226292495e-08	4.45261106598256e-08	4.44270226291751e-08	1.000001000001	1	4	0	1
YMR250W	Q04792	GAD1	65.98926	2	1000	2	3.2136045669223e-07	3.21544987513264e-07	3.21360456692197e-07	1.000001000001	1	4	0	1
YPL111W	P00812	CAR1	35.66162	2	1000	2	1.60184780738289e-05	1.60430217488049e-05	1.60184780738426e-05	1.000001000001	1	4	0	1
YOL126C	P22133	MDH2	40.7305	1	29.7010541317367	2	4.27202163726133e-08	0.00193498748718672	4.27212617082019e-08	1.00000100000101	1	5	0	1
YMR217W	P38625	GUA1	58.48154	2	8.63224864401524	2	2.90078673736071e-05	2.90271091845505e-05	2.90078673736074e-05	1.000001000001	1	9	0	1
