Annotation Cluster 1	Enrichment Score: 2.882779194132315
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	ATP-binding	7	58.333333333333336	4.937161868479307E-4	YBL039C, YDR502C, YBR218C, YER070W, YMR246W, YOR317W, YIL066C	12	651	5914	5.299283154121865	0.0181060888129837	0.008506078120604232	0.007356608104306363
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	6	50.0	6.14848826533984E-4	YBR117C, YBR218C, YER070W, YMR246W, YOR317W, YIL066C	12	353	4885	6.919263456090652	0.01586380899415818	0.007993034744941792	0.0064559126786068325
UP_KEYWORDS	Ligase	4	33.33333333333333	0.0011090009758900595	YBL039C, YBR218C, YMR246W, YOR317W	12	117	5914	16.849002849002847	0.04022443257323083	0.008506078120604232	0.007356608104306363
UP_KEYWORDS	Nucleotide-binding	7	58.333333333333336	0.0011494700162978692	YBL039C, YDR502C, YBR218C, YER070W, YMR246W, YOR317W, YIL066C	12	760	5914	4.539254385964913	0.0416621036822713	0.008506078120604232	0.007356608104306363
GOTERM_MF_DIRECT	GO:0005524~ATP binding	7	58.333333333333336	0.0016021284015130931	YBL039C, YDR502C, YBR218C, YER070W, YMR246W, YOR317W, YIL066C	12	668	4885	4.265843313373254	0.040831717777752186	0.013424611054597104	0.0108429550825592
GOTERM_MF_DIRECT	GO:0016874~ligase activity	4	33.33333333333333	0.0020653247776303237	YBL039C, YBR218C, YMR246W, YOR317W	12	120	4885	13.569444444444445	0.05233477099253203	0.013424611054597104	0.0108429550825592
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	7	58.333333333333336	0.005166360130786322	YBL039C, YDR502C, YBR218C, YER070W, YMR246W, YOR317W, YIL066C	12	834	4885	3.4167665867306156	0.12599881697901572	0.026865072680088874	0.021698712549302553

Annotation Cluster 2	Enrichment Score: 2.4624702960923406
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005971~ribonucleoside-diphosphate reductase complex	3	25.0	1.917717584078229E-5	YGR180C, YER070W, YIL066C	12	4	5861	366.3125	2.8761902559260033E-4	2.876576376117343E-4	2.876576376117343E-4
GOTERM_MF_DIRECT	GO:0004748~ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	3	25.0	2.7595341628274483E-5	YGR180C, YER070W, YIL066C	12	4	4885	305.3125	7.172314485281994E-4	7.174788823351366E-4	5.795021741937642E-4
UP_KEYWORDS	Isopeptide bond	7	58.333333333333336	4.3838468344341156E-5	YBL039C, YBR117C, YDR502C, YGR180C, YER070W, YOR317W, YIL066C	12	423	5914	8.155634357762017	0.001620744056782697	0.0016220233287406228	0.001402830987018917
GOTERM_BP_DIRECT	GO:0009263~deoxyribonucleotide biosynthetic process	3	25.0	5.321131077573268E-5	YGR180C, YER070W, YIL066C	12	6	5557	231.54166666666666	0.0016482346897626066	8.247753170238565E-4	7.715640062481238E-4
UP_KEYWORDS	Ubl conjugation	6	50.0	7.064928134441026E-4	YBL039C, YBR117C, YGR180C, YER070W, YOR317W, YIL066C	12	440	5914	6.720454545454546	0.025810535704582582	0.008506078120604232	0.007356608104306363
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	33.33333333333333	0.002306869402443393	YBL039C, YGR180C, YER070W, YIL066C	10	70	2184	12.480000000000002	0.04071936873284587	0.020761824621990537	0.020761824621990537
KEGG_PATHWAY	sce00480:Glutathione metabolism	3	25.0	0.003976154469899185	YGR180C, YER070W, YIL066C	10	24	2184	27.299999999999997	0.06920241956045825	0.023856926819395108	0.023856926819395108
UP_KEYWORDS	DNA replication	3	25.0	0.006701220540329534	YGR180C, YER070W, YIL066C	12	68	5914	21.742647058823533	0.22024823331011512	0.03542073714174182	0.03063415104150644
