genes	enzymes	shortNames	MWs	actions	k_scores
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
Haur_4629	A9B0P2	Haur_4629	56.397	1	1000
4CL1	Q42524	4CL1	61.053	1	1000
VST1	P28343	VST1	42.84	1	1000
YGR087C	P26263	PDC6	61.57964	1	10.4697389092449
YLR044C	P06169	PDC1	61.49468	1	10.4697389092449
YLR134W	P16467	PDC5	61.91138	1	10.4697389092449
YAL038W	P00549	CDC19	54.54404	1	2.3688958278812
YOR347C	P52489	PYK2	55.19478	1	2.3688958278812
YBR166C	P20049	TYR1	50.92272	1	2.33969499316912
YGR254W	P00924	ENO1	46.81564	1	2.27567198299178
YHR174W	P00925	ENO2	46.91368	1	2.27567198299178
YKL152C	P00950	GPM1	27.60828	1	2.27567198299178
YMR323W	P42222	ERR3	47.31216	1	2.27567198299178
YOR393W	P0CX10	ERR1	47.32712	1	2.27567198299178
YPL281C	P0CX11	ERR2	47.32712	1	2.27567198299178
YOR283W	Q12040	YOR283W	26.17622	1	2.27567198299178
YLR354C	P15019	TAL1	37.0359	1	1.24998782784642
YGR043C	P53228	NQM1	37.25314	1	1.24998782784642
YDR050C	P00942	TPI1	26.79508	1	1.22947538836394
YGR240C	P16861	PFK1	107.96906	1	1.22257629697853
YKL060C	P14540	FBA1	39.62024	1	1.22257629697853
YMR205C	P16862	PFK2	104.61673	1	1.22257629697853
YJL052W	P00360	TDH1	35.74956	1	1.21360250424796
YCR012W	P00560	PGK1	44.73787	1	1.21360250424796
YGR192C	P00359	TDH3	35.74626	1	1.21360250424796
YJR009C	P00358	TDH2	35.84645	1	1.21360250424796
YBR196C	P12709	PGI1	61.29832	1	1.1995954656233
YPR060C	P32178	ARO7	29.7468	1	1.17854536467996
YDR516C	Q04409	EMI2	55.92028	1	1.00066826441661
YER091C	P05694	MET6	85.85892	0	0.293884450454309
YGL125W	P53128	MET13	68.55958	0	0.293884450454309
YPL023C	P46151	MET12	73.94088	0	0.293884450454309
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136
YER043C	P39954	SAH1	49.12498	0	0.293827460547136
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136
YDL085W	Q07500	NDE2	61.65854	0	0.277713411645278
YMR145C	P40215	NDE1	62.77345	0	0.277713411645278
YBR218C	P32327	PYC2	130.16549	0	0.262398767755734
YGL062W	P11154	PYC1	130.09827	0	0.262398766209016
YOR222W		ODC2	NaN	0	0.26128940982548
YPL134C		ODC1	NaN	0	0.26128940982548
YBL039C	P28274	URA7	64.70953	0	0.258201785040242
YJR103W	P38627	URA8	64.50989	0	0.258201785040242
Q0105	P00163	COB	43.65549	0	0.240630078434539
YBL045C	P07256	COR1	50.22724	0	0.240630078434539
YDR529C	P00128	QCR7	14.56466	0	0.240630078434539
YEL024W	P08067	RIP1	23.36479	0	0.240630078434539
YEL039C	P00045	CYC7	12.53211	0	0.240630078434539
YFR033C	P00127	QCR6	17.25682	0	0.240630078434539
YGR183C	P22289	QCR9	7.47622	0	0.240630078434539
YHR001W-A	P37299	QCR10	8.59285	0	0.240630078434539
YJL166W	P08525	QCR8	10.97437	0	0.240630078434539
YJR048W	P00044	CYC1	12.18177	0	0.240630078434539
YOR065W	P07143	CYT1	34.05423	0	0.240630078434539
YPR191W	P07257	QCR2	40.47764	0	0.240630078434539
YDR231C	Q04935	COX20	23.75778	0	0.240630078434539
YGR062C	P53239	COX18	35.64994	0	0.240630078434539
YHR116W	P38824	COX23	17.31758	0	0.240630078434539
YJL003W	P47081	COX16	14.07686	0	0.240630078434539
YLL018C-A	Q3E731	COX19	11.10542	0	0.240630078434539
YPL132W	P19516	COX11	34.04384	0	0.240630078434539
Q0045	P00401	COX1	58.79755	0	0.240630078434539
Q0250	P00410	COX2	28.5669	0	0.240630078434539
Q0275	P00420	COX3	30.35941	0	0.240630078434539
