genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10056734129482e-07	2.10433918456828e-07	2.10188074822914e-07	1	4	0	1	1.00015379059773	1.00015418395592
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.7243133747347e-08	2.72797567797023e-08	2.72466152002226e-08	1	6	0	1	1.00002102571608	1.00002107948749
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66178367308701e-11	4.25911166716115e-09	1.5728024228112e-10	1	16	0	1	1.00000005390839	1.00000005404625
PAL	P45730	PAL	77.919		2	1000	tightly_const	2	2.54629698474492e-08	2.54629687894654e-08	2.54629698474492e-08	1	3	0	1	1.00001093698065	1.00001096495073
C4H	C0LUU6	C4H	58.011		2	1000	tightly_const	2	3.46220850830583e-09	3.46220836445142e-09	3.46220850830583e-09	1	7	0	1	1.00000110714453	1.0000011099759
4CL	C0LUU7	4CL	60.994		2	1000	tightly_const	2	5.51038104115565e-06	5.51038081220011e-06	5.51038104115565e-06	1	6	0	1	1.00185615562619	1.00186091131334
CHS	Q6X0M9	CHS	42.488		2	1000	tightly_const	2	9.33642227739805e-05	9.33642227741673e-05	9.33642227739805e-05	1	6	0	1	1.02235574172221	1.02241419480401
CHI	C0LUV0	CHI	24.679		2	1000	tightly_const	2	4.00568144233965e-09	4.00568127590402e-09	4.00568144233965e-09	1	3	0	1	1.00000054493471	1.0000005463283
F3H	Q53B69	F3H	42.673		2	1000	tightly_const	2	0.00201666721191798	0.00201666721192201	0.00201666721191798	1	6	0	1	1.90252030762735	1.90692161077716
F3"H	Q8W3Y5	F3"H	56.982		2	1000	tightly_const	2	4.48148269315107e-08	4.48148250694561e-08	4.48148269315107e-08	1	7	0	1	1.00001407686007	1.00001411286015
FLS	C0LUV3	FLS	40.041		2	1000	tightly_const	2	1.43637265806124e-07	1.43637259838012e-07	1.43637265806124e-07	1	10	0	1	1.0000317048777	1.00003178596098
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22637982035736	essential	2	2.84842615863903e-08	3.18665465858196e-08	2.84900148350556e-08	1	2	0	1	1.00002612010957	1.00002618690977
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454309	subOpt_isoenz	0	0	1.40932040934522e-08	0	0	6	1	2	1	0.999999999999999
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.1449069666548e-09	0	0	7	2	2	1	0.999999999999998
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.276572139927619	subOpt_isoenz	0	0	5.05196161373296e-07	0	0	8	4	2	1.00000000000001	1
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040243	subOpt_isoenz	0	0	3.67361602909495e-08	0	0	12	6	2	1.00000000453098	1.00000000454256
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.214702200442187	subOpt_isoenz	0	0	8.13153878081369e-08	0	0	6	7	2	1.00000000453098	1.00000000454256
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.127529044000027	subOpt_isoenz	0	0	1.35347003176911e-06	0	0	8	13	2	1.00000000453096	1.00000000454255
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.028439032738266	subOpt_isoenz	0	0	2.98372944566684e-08	0	0	6	14	2	1.00000222686651	0.999999949162904
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	0	0	subOpt_isoenz	0	0	1.6077870259221e-11	0	1	4	0	2	0.999999999999993	0.999999999999997
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.24892531602439e-09	0	1	48	0	2	1.00000000453097	1.00000000454255
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.2386796294785e-09	0	1	52	0	2	1.00000000453097	1.00000000454256
YOR388C	Q08911	FDH1	41.7138	sce00630  Glyoxylate and dicarboxylate metabolism sce01200  Carbon metabolism	0	0	subOpt_isoenz	0	0	2.11167298833075e-09	0	1	4	0	2	1.00000333033457	0.999999944620347
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.158305284788e-09	1.59461388661699e-12	1	11	0	3	1.00000000193817	1.00000000194312
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22932873904012	opt_isoenz	2	0	3.83832862285977e-09	3.79188190403067e-09	1	7	0	3	1.00000000000001	1
YLL052C		AQY2	NaN		0	0.292667947890444		0	NaN	NaN	NaN	0	2	3	3	1	1
YPR192W		AQY1	NaN		0	0.292667947890444		0	NaN	NaN	NaN	0	2	3	3	1	1
YOR222W		ODC2	NaN		0	0.270668115637002		0	NaN	NaN	NaN	0	6	5	3	1	1
YPL134C		ODC1	NaN		0	0.270668115637002		0	NaN	NaN	NaN	0	6	5	3	1	1
YER053C		PIC2	NaN		0	0.153300351277084		0	NaN	NaN	NaN	0	4	12	3	1	1
YJR077C		MIR1	NaN		0	0.153300351277084		0	NaN	NaN	NaN	0	4	12	3	1	1
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.22481536316763e-10	0	0	24	16	3	1.00000000453097	1.00000000454255
YGR180C	P49723	RNR4	40.05407	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	2.34877777726914e-09	0	0	24	16	3	1.00000000453097	1.00000000454256
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.42150944906774e-10	0	0	24	16	3	1.00000000453097	1.00000000454255
