genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10056734129482e-07	2.10433918456828e-07	2.10188074822914e-07	1	4	0	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.7243133747347e-08	2.72797567797023e-08	2.72466152002226e-08	1	6	0	1
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66178367308701e-11	4.25911166716115e-09	1.5728024228112e-10	1	16	0	1
PAL	P45730	PAL	77.919		2	1000	tightly_const	2	2.54629698474492e-08	2.54629687894654e-08	2.54629698474492e-08	1	3	0	1
C4H	C0LUU6	C4H	58.011		2	1000	tightly_const	2	3.46220850830583e-09	3.46220836445142e-09	3.46220850830583e-09	1	7	0	1
4CL	C0LUU7	4CL	60.994		2	1000	tightly_const	2	5.51038104115565e-06	5.51038081220011e-06	5.51038104115565e-06	1	6	0	1
CHS	Q6X0M9	CHS	42.488		2	1000	tightly_const	2	9.33642227739805e-05	9.33642227741673e-05	9.33642227739805e-05	1	6	0	1
CHI	C0LUV0	CHI	24.679		2	1000	tightly_const	2	4.00568144233965e-09	4.00568127590402e-09	4.00568144233965e-09	1	3	0	1
F3H	Q53B69	F3H	42.673		2	1000	tightly_const	2	0.00201666721191798	0.00201666721192201	0.00201666721191798	1	6	0	1
F3"H	Q8W3Y5	F3"H	56.982		2	1000	tightly_const	2	4.48148269315107e-08	4.48148250694561e-08	4.48148269315107e-08	1	7	0	1
FLS	C0LUV3	FLS	40.041		2	1000	tightly_const	2	1.43637265806124e-07	1.43637259838012e-07	1.43637265806124e-07	1	10	0	1
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.1920102194435	tightly_const	2	8.73133252765027e-07	8.81028478827412e-07	8.75059408285309e-07	1	17	0	1
