genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YGR155W	P32582	CYS4	56.02121	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	essential	2	5.90725909991519e-08	5.97325331585435e-08	5.92717803687936e-08	1	4	0	1
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1000	essential	2	1.19846466462406e-06	1.34619166704744e-06	1.34248043027739e-06	1	5	0	1
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1000	essential	2	1.17269127337131e-07	3.69813394072477e-07	3.68813124450412e-07	1	6	0	1
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1000	essential	2	2.10085851057804e-08	2.12685165148915e-08	2.12149005521368e-08	1	5	0	1
YGL196W	P53095	DSD1	47.82728	sce00260  Glycine, serine and threonine metabolism	2	1000	essential	2	1.29159141246021e-07	1.3552167139253e-07	1.33525306864265e-07	1	3	0	1
AAS	Q06086	AAS	57.45		2	685.731081886548	tightly_const	2	0.000609955601162726	0.000609956058659224	0.000609955601162726	1	7	0	1
ADH	P0A9Q7	ADH	96.127		2	685.731081886548	tightly_const	2	0.000609955601162726	0.000609956058659224	0.000609955601162726	1	5	0	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	3.53016454433042	essential	2	1.9867897016646e-06	2.13373697797977e-06	2.13354946764656e-06	1	6	0	1
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	3.53016454433042	essential	2	1.95976907985012e-06	2.15410075814797e-06	2.1520994375445e-06	1	5	0	1
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	3.53016454433042	essential	2	5.87271270684868e-07	5.97864699881023e-07	5.94217369063988e-07	1	4	0	1
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26478642939277	tightly_const	2	9.22218401267642e-07	9.24404347848487e-07	9.22270290124576e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26478642939277	tightly_const	2	1.70647557227442e-05	1.70709809156877e-05	1.70683601024214e-05	1	8	0	1
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.2578207923845	essential	2	2.83120396002162e-08	3.18771628764466e-08	2.8314076309499e-08	1	2	0	1
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22435441675594	tightly_const	2	3.2292868305463e-06	3.23353976106451e-06	3.23100997172916e-06	1	6	0	1
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.1148408467604	tightly_const	2	3.59645560389344e-07	3.61228194574749e-07	3.59699717853081e-07	1	2	0	1
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.25976674402086e-09	0	0	7	1	2
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.24915409702268	subOpt_isoenz	0	0	8.56680022362192e-08	0	0	6	2	2
YDR226W	P07170	ADK1	24.2546	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	0	0.244215075832707	subOpt_isoenz	0	0	6.23563725096859e-08	0	1	4	0	2
YDR231C	Q04935	COX20	23.75778	sce00NNN  None	0	0.199363520093564	subOpt_isoenz	0	0	3.64887301879527e-10	0	0	7	6	2
YGR062C	P53239	COX18	35.64994	sce00NNN  None	0	0.199363520093564	subOpt_isoenz	0	0	3.64887301879527e-10	0	0	7	6	2
YHR116W	P38824	COX23	17.31758	sce00NNN  None	0	0.199363520093564	subOpt_isoenz	0	0	3.64887301879527e-10	0	0	7	6	2
YJL003W	P47081	COX16	14.07686	sce00NNN  None	0	0.199363520093564	subOpt_isoenz	0	0	3.64887301879527e-10	0	0	7	6	2
YLL018C-A	Q3E731	COX19	11.10542	sce00NNN  None	0	0.199363520093564	subOpt_isoenz	0	0	3.64887301879527e-10	0	0	7	6	2
YPL132W	P19516	COX11	34.04384	sce00190  Oxidative phosphorylation	0	0.199363520093564	subOpt_isoenz	0	0	3.64887301879527e-10	0	0	7	6	2
YML082W	Q04533	YML082W	74.31247	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce00920  Sulfur metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	0	0.183351117986376	subOpt_isoenz	0	0	9.46207281843242e-09	0	1	16	0	2
YJR130C	P47164	STR2	72.34965	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce00920  Sulfur metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	0	0.0253058326070818	subOpt_isoenz	0	0	3.02175449631385e-09	0	1	11	0	2
YOR388C	Q08911	FDH1	41.7138	sce00630  Glyoxylate and dicarboxylate metabolism sce01200  Carbon metabolism	0	0.00529134250152812	subOpt_isoenz	0	0	1.26989258844631e-09	0	1	4	0	2
YGL009C	P07264	LEU1	85.79356	sce00290  Valine, leucine and isoleucine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	0	0.00166115690055343	subOpt_isoenz	0	0	1.11252327335099e-09	0	1	4	0	2
YCL018W	P04173	LEU2	38.95257	sce00290  Valine, leucine and isoleucine biosynthesis sce00660  C5-Branched dibasic acid metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	0	0.00166115690055343	subOpt_isoenz	0	0	3.10823641612419e-10	0	1	5	0	2
YNL104C	P06208	LEU4	68.40819	sce00290  Valine, leucine and isoleucine biosynthesis sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	0	0.00166115690055343	subOpt_isoenz	0	0	6.76929885214494e-10	0	1	13	0	2
YAL012W	P31373	CYS3	42.5416	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	0	0	subOpt_isoenz	0	0	2.35038676505185e-09	0	1	10	0	2
