genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1000	essential	2	1.19846466462406e-06	1.34619166704744e-06	1.34248043027739e-06	1	5	0	1	1.00700199850528	1.00092335287731	0
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1000	essential	2	1.17269127337131e-07	3.69813394072477e-07	3.68813124450412e-07	1	6	0	1	1.00048022343347	1.00048026371501	0
AAS	Q06086	AAS	57.45		OE	685.731081886548	tightly_const	2	0.000609955601162726	0.000609956058659224	0.000609955601162726	1	7	0	1	1.23005962202159	1.23006255401449	0.371844786669724
ADH	P0A9Q7	ADH	96.127		OE	685.731081886548	tightly_const	2	0.000609955601162726	0.000609956058659224	0.000609955601162726	1	5	0	1	1.45546592047597	1.45549690411122	0.623674733195729
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.26478642939277	tightly_const	2	9.22218401267642e-07	9.24404347848487e-07	9.22270290124576e-07	1	4	0	1	1.00110389799291	1.00110399064652	0
YDR226W	P07170	ADK1	24.2546	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KD	0.244215075832707	subOpt_isoenz	0	0	6.23563725096859e-08	0	1	4	0	2	0.999999999240662	0.999999999240598	0
YML082W	Q04533	YML082W	74.31247	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce00920  Sulfur metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	KD	0.183351117986376	subOpt_isoenz	0	0	9.46207281843242e-09	0	1	16	0	2	0.999999999999994	0.999999999999993	0
YJR130C	P47164	STR2	72.34965	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce00920  Sulfur metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	KO	0.0253058326070818	subOpt_isoenz	0	0	3.02175449631385e-09	0	1	11	0	2	0.99999999956916	0.999999999569124	0
YOR388C	Q08911	FDH1	41.7138	sce00630  Glyoxylate and dicarboxylate metabolism sce01200  Carbon metabolism	KO	0.00529134250152812	subOpt_isoenz	0	0	1.26989258844631e-09	0	1	4	0	2	1.00001688983087	0.999999947771019	0
YAL012W	P31373	CYS3	42.5416	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	KO	0	subOpt_isoenz	0	0	2.35038676505185e-09	0	1	10	0	2	0.999999999999955	0.999999999999955	0
