genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDL171C	Q12680	GLT1	238.09944	sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	8012	1	6	0	production_opt_tight	2	0	2.97234557688207e-08	2.95396138611744e-08	0	1.48727285742393e-10	0	up_subset	2
YBR115C	P07702	LYS2	155.34394	sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.1032259846038	7165	0	8	1	essential_tightly_const	2	2.564666444123e-06	2.56466656507703e-06	2.564666444123e-06	2.30851544140747e-07	2.30856323970384e-07	2.30851544140747e-07	up_distinct	1
YDL131W	Q12122	LYS21	48.59372	sce00300  Lysine biosynthesis sce00620  Pyruvate metabolism sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	16.1032259846038	7974	1	6	0	essential_tightly_const	2	0.000173333111027103	0.000173333119201787	0.000173333111027103	1.56021132584395e-05	1.56024363034652e-05	1.56021132584395e-05	up_distinct	1
YDR234W	P49367	LYS4	75.14989	sce00300  Lysine biosynthesis sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	16.1032259846038	7731	1	6	0	essential	2	4.27785780748244e-05	0.00102801718588798	8.55571561496489e-05	3.85059851636797e-06	0.000958835800290884	7.70119703273593e-06	up_overlaped	2
YGL154C	P50113	LYS5	30.68281	sce00770  Pantothenate and CoA biosynthesis	OE	16.1032259846038	7740	0	8	1	essential_tightly_const	2	2.564666444123e-06	2.56466656507703e-06	2.564666444123e-06	2.30851544140747e-07	2.30856323970384e-07	2.30851544140747e-07	up_distinct	1
YIL094C	P40495	LYS12	40.06854	sce00300  Lysine biosynthesis sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	16.1032259846038	7639	1	6	0	essential_tightly_const	2	6.2909854819489e-06	6.29098577864246e-06	6.2909854819489e-06	5.66266118544527e-07	5.66277843203156e-07	5.66266118544527e-07	up_distinct	1
YIR034C	P38998	LYS1	41.46445	sce00300  Lysine biosynthesis sce00310  Lysine degradation sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.1032259846038	7588	1	7	0	essential_tightly_const	2	5.68864111102196e-06	5.68864137930794e-06	5.68864111102196e-06	5.12047711916401e-07	5.12058313971562e-07	5.12047711916401e-07	up_distinct	1
YNR050C	P38999	LYS9	48.91735	sce00300  Lysine biosynthesis sce00310  Lysine degradation sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.1032259846038	7589	1	7	0	essential_tightly_const	2	3.26285460392725e-07	3.26285475780901e-07	3.26285460392725e-07	2.93697071347976e-08	2.93698481470179e-08	2.93697071347976e-08	up_distinct	1
YNR001C	P00890	CIT1	53.35945	sce00020  Citrate cycle (TCA cycle) sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	4.73514974326651	7092	1	7	0	production_opt_tight	2	0	8.33087075348933e-07	8.33065776095729e-07	0	2.23966956897438e-07	2.23908013330841e-07	up_subset	2
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	4.62776874533412	7416	0	6	2	essential_tightly_const	2	3.37846377517912e-06	3.37867905325303e-06	3.37863599763831e-06	9.26868244919343e-07	9.27063710242187e-07	9.26944558107784e-07	up_distinct	1
