genes	enzymes	shortNames	MWs	actions	k_scores
YBR145W	P38113	ADH5	37.64764	1	1000
YDL168W	P32771	SFA1	41.04152	1	1000
YGR155W	P32582	CYS4	56.02121	1	1000
YGR248W	P53315	SOL4	28.44737	1	1000
YGR256W	P53319	GND2	53.92235	1	1000
YHR163W	P38858	SOL3	27.78417	1	1000
YHR183W	P38720	GND1	53.54274	1	1000
YNL241C	P11412	ZWF1	57.5209	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
DDS	Q08IT1	DDS	88.343	1	1000
PPDS	H2DH16	PPDS	55.356	1	1000
YDR380W	Q06408	ARO10	71.38357	1	92.4717113348939
YAL038W	P00549	CDC19	54.54404	1	3.49749098024504
YGR254W	P00924	ENO1	46.81564	1	3.49749098024504
YHR174W	P00925	ENO2	46.91368	1	3.49749098024504
YKL152C	P00950	GPM1	27.60828	1	3.49749098024504
YOR347C	P52489	PYK2	55.19478	1	3.49749098024504
YMR323W	P42222	ERR3	47.31216	1	3.49749098024504
YOR393W	P0CX10	ERR1	47.32712	1	3.49749098024504
YPL281C	P0CX11	ERR2	47.32712	1	3.49749098024504
YOR283W	Q12040	YOR283W	26.17622	1	3.49749098024504
YCR012W	P00560	PGK1	44.73787	1	1.25308025054303
YGR192C	P00359	TDH3	35.74626	1	1.25308025054303
YJR009C	P00358	TDH2	35.84645	1	1.25308025054303
YJL052W	P00360	TDH1	35.74956	1	1.25308025054303
YDR050C	P00942	TPI1	26.79508	1	1.25020520267983
YMR205C	P16862	PFK2	104.61673	1	1.23925095187837
YGR240C	P16861	PFK1	107.96906	1	1.23925094927974
YKL060C	P14540	FBA1	39.62024	1	1.23925094927974
YDR516C	Q04409	EMI2	55.92028	1	1.00081440033118
YER141W	P40086	COX15	54.65792	0	0.149704166666667
YJL130C	P07259	URA2	245.03829	0	0.138237352022595
YDL166C	Q12055	FAP7	22.7229	0	0.124128638273962
YJR109C	P03965	CPA2	123.91392	0	0.115957811105923
YOR303W	P07258	CPA1	45.36103	0	0.115957811105923
YDR226W	P07170	ADK1	24.2546	0	0.114671078417224
YIL125W	P20967	KGD1	114.41496	0	0.109914211184064
YDR148C	P19262	KGD2	50.43011	0	0.1098
YDR503C	Q04396	LPP1	31.58604	0	0.107871328089768
YLL052C		AQY2	NaN	0	0.0976033573572983
YPR192W		AQY1	NaN	0	0.0976033573572983
YMR267W	P28239	PPA2	35.57213	0	0.0852665956509851
YBR221C	P32473	PDB1	40.0532	0	0.0850014072607275
YER178W	P16387	PDA1	46.34261	0	0.0850014072607275
YGR193C	P16451	PDX1	45.36125	0	0.0850014072607275
YNL071W	P12695	LAT1	51.81762	0	0.0850014072607275
YNL036W	P53615	NCE103	24.85889	0	0.0848474476078444
YFL018C	P09624	LPD1	54.00934	0	0.0848416395598248
YOR222W		ODC2	NaN	0	0.0730737015033885
YPL134C		ODC1	NaN	0	0.0730737015033885
YMR189W	P49095	GCV2	114.45033	0	0.0549000056764241
YAL044C	P39726	GCV3	18.79276	0	0.0549
YDR019C	P48015	GCV1	44.46849	0	0.0549
YMR145C	P40215	NDE1	62.77345	0	0.0443945515517681
YDL085W	Q07500	NDE2	61.65854	0	0.0443945515517681
Q0080	P00856	ATP8	5.82221	0	0.0382477157324239
Q0085	P00854	ATP6	29.09876	0	0.0382477157324239
Q0130	P61829	OLI1	7.75937	0	0.0382477157324239
YBL099W	P07251	ATP1	58.60746	0	0.0382477157324239
YBR039W	P38077	ATP3	34.35021	0	0.0382477157324239
YDL004W	Q12165	ATP16	17.02022	0	0.0382477157324239
YDR298C	P09457	ATP5	22.81414	0	0.0382477157324239
YDR322C-A	P81449	TIM11	10.87534	0	0.0382477157324239
YDR377W	Q06405	ATP17	11.312	0	0.0382477157324239
YJR121W	P00830	ATP2	54.7932	0	0.0382477157324239
YKL016C	P30902	ATP7	19.80938	0	0.0382477157324239
YML081C-A	P81450	ATP18	6.68769	0	0.0382477157324239
YPL078C	P05626	ATP4	26.92481	0	0.0382477157324239
YPL271W	P21306	ATP15	6.7425	0	0.0382477157324239
YPR020W	Q12233	ATP20	12.92094	0	0.0382477157324239
YOL077W-A	P81451	ATP19	7.53367	0	0.0382477157324238
YLR295C	Q12349	ATP14	14.12765	0	0.0382477157324237
Q0045	P00401	COX1	58.79755	0	0.0372478815094431
Q0250	P00410	COX2	28.5669	0	0.0372478815094431
Q0275	P00420	COX3	30.35941	0	0.0372478815094431
YDL067C	P07255	COX9	6.96313	0	0.0372478815094431
