genes	enzymes	shortNames	MWs	pathways	actions	k_scores
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	OE	1000
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	OE	1000
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	OE	1000
PAL2	P45724	PAL2	77.86		OE	1000
C4H	Q84TQ4	C4H	57.937		OE	1000
CHI	P28012	CHI	23.826		OE	1000
CHS	Q9FUB7	CHS	42.713		OE	1000
4CL2	Q9S725	4CL2	60.842		OE	1000
F3’H	Q9SBQ9	F3’H	56.936		OE	1000
F3H	Q06942	F3H	40.771		OE	1000
DFR	B9GRL5	DFR	38.699		OE	1000
LAR	Q4W2K4	LAR	38.019		OE	1000
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.1859090053094
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.44585449685729
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	OE	2.29564179980269
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	2.29564179980269
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.2637079445914
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.22844620790509
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.22844620790509
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.22681161512259
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.22513667296194
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.22513667296194
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1.19313565560164
YGL125W	P53128	MET13	68.55958	sce00670  One carbon pool by folate sce01200  Carbon metabolism	KD	0.29388445045435
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293884450454309
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	KD	0.293884450454309
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293827460547136
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	KD	0.293827460547136
YJR105W	P47143	ADO1	36.37191	sce00230  Purine metabolism	KD	0.293827460547136
YLR180W	P10659	SAM1	41.81793	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293827460547136
YLL052C		AQY2	NaN		KD	0.292533768290384
YPR192W		AQY1	NaN		KD	0.292533768290384
YHR002W		LEU5	NaN		KD	0.277829999999999
YDL066W	P21954	IDP1	48.18986	sce00020  Citrate cycle (TCA cycle) sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids sce04146  Peroxisome	KD	0.276730203826064
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KD	0.276016998151991
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KD	0.276016998151991
YOR222W		ODC2	NaN		KD	0.26536530597297
YPL134C		ODC1	NaN		KD	0.26536530597297
YMR267W	P28239	PPA2	35.57213	sce00190  Oxidative phosphorylation	KD	0.264468078101036
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.258201785040242
YJR103W	P38627	URA8	64.50989	sce00240  Pyrimidine metabolism	KD	0.258201785040242
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	KD	0.234032867820625
YDL085W	Q07500	NDE2	61.65854	sce00NNN  None	KD	0.216293471967533
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	KD	0.216293471967533
YDR503C	Q04396	LPP1	31.58604	sce00561  Glycerolipid metabolism sce00564  Glycerophospholipid metabolism sce01110  Biosynthesis of secondary metabolites	KD	0.207961799070014
Q0045	P00401	COX1	58.79755	sce00190  Oxidative phosphorylation	KD	0.193285952408119
Q0250	P00410	COX2	28.5669	sce00190  Oxidative phosphorylation	KD	0.193285952408119
Q0275	P00420	COX3	30.35941	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YDL067C	P07255	COX9	6.96313	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YGL187C	P04037	COX4	17.1424	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YGL191W	P32799	COX13	15.02097	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YHR051W	P00427	COX6	17.34139	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YIL111W	P00425	COX5B	17.1965	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YLR038C	Q01519	COX12	9.78778	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YLR395C	P04039	COX8	8.90656	sce00190  Oxidative phosphorylation	KD	0.193285952408119
YMR256C	P10174	COX7	6.9323	sce00190  Oxidative phosphorylation	KD	0.193285952408119
Q0105	P00163	COB	43.65549	sce00190  Oxidative phosphorylation	KD	0.191841494739213
YBL045C	P07256	COR1	50.22724	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YDR529C	P00128	QCR7	14.56466	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YEL024W	P08067	RIP1	23.36479	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YFR033C	P00127	QCR6	17.25682	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YGR183C	P22289	QCR9	7.47622	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YHR001W-A	P37299	QCR10	8.59285	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YJL166W	P08525	QCR8	10.97437	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YOR065W	P07143	CYT1	34.05423	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YPR191W	P07257	QCR2	40.47764	sce00190  Oxidative phosphorylation	KD	0.191841494735374
YPR021C		AGC1	NaN		KD	0.188206271058758
YLR295C	Q12349	ATP14	14.12765	sce00190  Oxidative phosphorylation	KD	0.184364955349116
Q0080	P00856	ATP8	5.82221	sce00190  Oxidative phosphorylation	KD	0.184364955349116
Q0085	P00854	ATP6	29.09876	sce00190  Oxidative phosphorylation	KD	0.184364955349116
Q0130	P61829	OLI1	7.75937	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YBL099W	P07251	ATP1	58.60746	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YBR039W	P38077	ATP3	34.35021	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YDL004W	Q12165	ATP16	17.02022	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YDR298C	P09457	ATP5	22.81414	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YDR322C-A	P81449	TIM11	10.87534	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YDR377W	Q06405	ATP17	11.312	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YJR121W	P00830	ATP2	54.7932	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YKL016C	P30902	ATP7	19.80938	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YML081C-A	P81450	ATP18	6.68769	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YPL078C	P05626	ATP4	26.92481	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YPL271W	P21306	ATP15	6.7425	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YPR020W	Q12233	ATP20	12.92094	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YOL077W-A	P81451	ATP19	7.53367	sce00190  Oxidative phosphorylation	KD	0.184364955349116
YKL029C	P36013	MAE1	74.37529	sce00620  Pyruvate metabolism sce01200  Carbon metabolism	KD	0.168970931010638
YER053C		PIC2	NaN		KD	0.153619151747379
YJR077C		MIR1	NaN		KD	0.153619151747379
YER069W	Q01217	ARG5,6	94.86823	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.145193082637183
YMR062C	Q04728	ARG7	47.84821	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.145193082637183
YOL140W	P18544	ARG8	46.68082	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.145193082637183
YOR130C		ORT1	NaN		KD	0.145193082637183
YOR375C	P07262	GDH1	49.56931	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.127338016594667
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.127338016594667
YML120C	P32340	NDI1	57.24915	sce00NNN  None	KD	0.110085379574218
