genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
YGR155W	P32582	CYS4	56.02121	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	460.729271452027	tightly_const	2	3.14379956876971e-06	3.14397040286704e-06	3.14387953366634e-06	1	4	0	1	1.01026938022971	1.01129511323728	0.0220321844150599
YCL050C	P16550	APA1	36.49211	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	53.3593940837639	tightly_const	2	7.11814387022415e-07	7.11867150352412e-07	7.11859159046123e-07	1	9	0	1	1.00158588391444	1.00174279000717	0
YFR030W	P39692	MET10	114.82714	sce00920  Sulfur metabolism	OE	53.3593940837639	tightly_const	2	4.38067742532382e-07	4.38069799269505e-07	4.38067742532382e-07	0	6	1	1	1.00307509307554	1.00337983753848	0
YJR137C	P47169	MET5	161.21721	sce00920  Sulfur metabolism	OE	53.3593940837639	tightly_const	2	4.38067742532382e-07	4.38069799269505e-07	4.38067742532382e-07	0	6	1	1	1.00432237445151	1.00475131110329	0
YKL001C	Q02196	MET14	23.06018	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	53.3593940837639	tightly_const	2	1.55314613783518e-05	1.55316358458366e-05	1.55314613783518e-05	1	5	0	1	1.02228146499368	1.02453613616181	0.044267516738714
YOL064C	P32179	MET22	39.14886	sce00920  Sulfur metabolism sce01130  Biosynthesis of antibiotics	OE	53.3593940837639	tightly_const	2	6.21257296567271e-06	6.21265777838717e-06	6.21257963097273e-06	1	4	0	1	1.01503171285725	1.016540908421	0.0300886998872365
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	OE	53.3593940837639	tightly_const	2	1.95252748706114e-05	1.95254942012677e-05	1.95252748706114e-05	1	7	0	1	1.03740596797965	1.04125285375201	0.0732706364189492
YDR353W	P29509	TRR1	34.23767	sce00450  Selenocompound metabolism	OE	45.7376051295048	tightly_const	2	2.05644813385544e-06	2.05647294912539e-06	2.05644813385544e-06	1	6	0	1	1.00435189388566	1.00478377389156	0
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1.75028432932903	tightly_const	2	1.40456262058515e-06	1.40466346699699e-06	1.40460197756963e-06	0	6	4	1	1.00846841561205	1.0093126053133	0
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1.75028432932903	tightly_const	2	1.40456262058515e-06	1.40466346699699e-06	1.40460197756963e-06	0	6	4	1	1.00980064414397	1.01077905901413	0
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	OE	1.75028432932903	tightly_const	2	1.40456262058515e-06	1.40466346699699e-06	1.40460197756963e-06	0	6	4	1	1.00959273981096	1.01055018239168	0
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1.75028432932903	tightly_const	2	1.40456262058515e-06	1.40466346699699e-06	1.40460197756963e-06	0	6	4	1	1.01096091148882	1.01205654078169	0
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	9.12071286171189	opt_isoenz_tight	2	0	2.05703952533379e-05	2.05700756354368e-05	1	5	0	2	1.09104193193244	1.10094153795137	0.0835786025613063
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	9.12071286171189	opt_isoenz_tight	2	0	5.65120472035354e-06	5.65111691327908e-06	1	6	0	2	1.04744655760151	1.05237816762396	0.0442782609734692
YNR001C	P00890	CIT1	53.35945	sce00020  Citrate cycle (TCA cycle) sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	3.27873009002033	opt_isoenz_tight	2	0	5.83667910068214e-07	5.83637511260362e-07	1	7	0	2	1.00347086576965	1.00381498082943	0
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.73851877748023	opt_isoenz_tight	2	0	1.67978356329745e-06	1.67925481861183e-06	1	8	0	2	1.04959939792421	1.05476647465085	0.0376134799796019
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.19367395239921	opt_isoenz_tight	2	0	1.01007309282484e-06	1.01005456644844e-06	1	6	0	2	1.02206219567424	1.11210316035959	0.0190468880597705
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.289420402943937	subOpt_isoenz	0	0	4.15289004654985e-08	0	0	12	7	2	1.00000000000004	1.00000000000005	0
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KD	0.281463047752515	subOpt_isoenz	0	0	4.87266676414922e-07	0	0	24	8	2	1.00000000000003	1.00000000000003	0
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KD	0.281463047752515	subOpt_isoenz	0	0	4.87266676414457e-07	0	0	24	8	2	1.00000000000003	1.00000000000003	0
YJL026W	P09938	RNR2	46.14681	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KD	0.281463047752515	subOpt_isoenz	0	0	4.87266676416546e-07	0	0	24	8	2	1.00000000000002	1.00000000000001	0
YDL052C	P33333	SLC1	33.88654	sce00561  Glycerolipid metabolism sce00564  Glycerophospholipid metabolism sce01110  Biosynthesis of secondary metabolites	KD	0.235092728069579	subOpt_isoenz	0	0	2.97211162838701e-06	0	1	28	0	2	1.00000000000004	1.00000000000001	0
YNR019W	P53629	ARE2	74.022	sce00100  Steroid biosynthesis	KD	0.207585615432011	subOpt_isoenz	0	0	0.00109154579341327	0	1	84	0	2	1.00000000000004	1.00000000000005	0
YGR087C	P26263	PDC6	61.57964	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	KD	0.167313859258469	subOpt_isoenz	0	0	2.34225485457467e-07	0	0	17	9	2	1.00000000000003	1.00000000000004	0
YLR134W	P16467	PDC5	61.91138	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	KD	0.167313859258469	subOpt_isoenz	0	0	2.34225460080387e-07	0	0	17	9	2	0.999999999999981	0.999999999999983	0
YOR245C	Q08650	DGA1	47.71075	sce00561  Glycerolipid metabolism	KD	0.164378423148016	subOpt_isoenz	0	0	1.01733999416788e-07	0	1	122	0	2	1.00000000000005	1.00000000000002	0
YDL168W	P32771	SFA1	41.04152	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	KO	0	flux_leak	0	0	0	0	1	0	0	1	1.00000000000006	1.00000000000003	0
YNL229C	P23202	URE2	40.27029	sce00480  Glutathione metabolism	KO	0	flux_leak	0	0	0	0	0	0	11	2	1.00000000000002	1.00000000000002	0
YBR244W	P38143	GPX2	18.4058	sce00480  Glutathione metabolism	KO	0	flux_leak	0	0	0	0	0	0	11	2	1.00000000000001	1.00000000000001	0
YCL035C	P25373	GRX1	12.38002	sce00NNN  None	KO	0	flux_leak	0	0	0	0	0	0	11	2	1.00000000000001	1.00000000000001	0
YDR513W	P17695	GRX2	15.86124	sce00NNN  None	KO	0	flux_leak	0	0	0	0	0	0	11	2	1.00000000000001	1.00000000000002	0
YIR037W	P40581	HYR1	18.64118	sce00480  Glutathione metabolism	KO	0	flux_leak	0	0	0	0	0	0	11	2	1.00000000000002	1.00000000000002	0
