genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR380W	Q06408	ARO10	71.38357	sce00360  Phenylalanine metabolism	OE	1000	7910	1	4	0	essential_tightly_const	2	1.36698889311788e-07	1.36699030882948e-07	1.36698889311788e-07	1.36698889311801e-09	1.36720927012713e-09	1.36698889311801e-09	up_distinct	1
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000	7067	1	21	0	production_opt	2	0	0.000303823675198256	8.65760473827102e-08	0	0.000267177642308113	8.65760473827189e-10	up_subset	2
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	OE	1000	7702	1	16	0	production_opt	2	0	0.00368489852341746	7.75269750766698e-12	0	0.00324135394231446	0	up_subset	2
YNL316C	P32452	PHA2	38.22484	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	26.7842321820781	7411	1	5	0	essential_tightly_const	2	4.13488398541201e-08	4.13488816219544e-08	4.13488398541201e-08	2.48570287002889e-09	2.48578423916811e-09	2.48570287002888e-09	up_distinct	1
YPR060C	P32178	ARO7	29.7468	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	15.3304548536255	7386	1	2	0	essential_tightly_const	2	2.25443502290099e-07	2.2544439136906e-07	2.25443502290099e-07	2.17925761314345e-08	2.17943378736186e-08	2.17925761314345e-08	up_distinct	1
YBR249C	P32449	ARO4	39.74874	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	13.7147624310056	7409	1	12	0	production_opt_tight	2	0	6.70514986815791e-07	6.70512357700616e-07	0	7.1484256283123e-08	7.14790432554971e-08	up_subset	2
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	13.7147624310056	7181	1	14	0	essential	2	3.81579654755216e-06	5.1791903269352e-06	3.81579654755216e-06	4.06777717583007e-07	5.52158500194112e-07	4.06777717583007e-07	up_distinct	1
YGL148W	P28777	ARO2	40.83793	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	13.7147624310056	7363	1	3	0	essential_tightly_const	2	9.40258065363596e-05	9.40261754530298e-05	9.40258065363596e-05	1.00234911636727e-05	1.00242221854462e-05	1.00234911636727e-05	up_distinct	1
aroL	P0A6E1	aroL	19.151		OE	13.7147624310056	0	1	5	0	production_opt_tight	2	0	6.25091481316481e-07	6.25089030308625e-07	0	6.66416088013171e-08	6.66367522131738e-08	none	3
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	3.40571981455914	7980	1	2	0	essential	2	4.72257195590973e-06	0.0028856745607785	4.72284482635034e-06	1.74198755690857e-06	0.00253592008266683	1.74320663913781e-06	up_overlaped	2
