genes	enzymes	shortNames	MWs	actions	k_scores
YAL054C	Q01574	ACS1	79.13997	1	1000
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YPL069C	Q12051	BTS1	38.65108	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
crtB	D5KXJ0	crtB	32.786	1	1000
crtI	Q5BTY7	crtI	66.46	1	1000
YGR087C	P26263	PDC6	61.57964	1	12.7658611356182
YLR044C	P06169	PDC1	61.49468	1	12.7658611356182
YLR134W	P16467	PDC5	61.91138	1	12.7658611356182
YAL038W	P00549	CDC19	54.54404	1	2.46639120375903
YOR347C	P52489	PYK2	55.19478	1	2.46639120375903
YGR254W	P00924	ENO1	46.81564	1	2.30883967395122
YHR174W	P00925	ENO2	46.91368	1	2.30883967395122
YKL152C	P00950	GPM1	27.60828	1	2.30883967395122
YMR323W	P42222	ERR3	47.31216	1	2.30883967395122
YOR393W	P0CX10	ERR1	47.32712	1	2.30883967395122
YPL281C	P0CX11	ERR2	47.32712	1	2.30883967395122
YOR283W	Q12040	YOR283W	26.17622	1	2.30883967395122
YLR354C	P15019	TAL1	37.0359	1	1.28253911189752
YGR043C	P53228	NQM1	37.25314	1	1.28253911189752
YDR050C	P00942	TPI1	26.79508	1	1.23763271812338
YCR012W	P00560	PGK1	44.73787	1	1.23210375580147
YGR192C	P00359	TDH3	35.74626	1	1.23210375580147
YJL052W	P00360	TDH1	35.74956	1	1.23210375580147
YJR009C	P00358	TDH2	35.84645	1	1.23210375580147
YBR196C	P12709	PGI1	61.29832	1	1.21648618748824
YER091C	P05694	MET6	85.85892	0	0.293884450454309
YGL125W	P53128	MET13	68.55958	0	0.293884450454309
YPL023C	P46151	MET12	73.94088	0	0.293884450454309
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136
YER043C	P39954	SAH1	49.12498	0	0.293827460547136
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136
YNL036W	P53615	NCE103	24.85889	0	0.288191760650405
YBR218C	P32327	PYC2	130.16549	0	0.285332578874268
YGL062W	P11154	PYC1	130.09827	0	0.285332578874268
YKL085W	P17505	MDH1	35.64959	0	0.283599187963133
YLL052C		AQY2	NaN	0	0.280776659243613
YPR192W		AQY1	NaN	0	0.280776659243613
YJR095W		SFC1	NaN	0	0.27783
YMR267W	P28239	PPA2	35.57213	0	0.269525235879521
YOR222W		ODC2	NaN	0	0.269477622905426
YPL134C		ODC1	NaN	0	0.269477622905426
YOL126C	P22133	MDH2	40.7305	0	0.263839516256028
YBL039C	P28274	URA7	64.70953	0	0.258201785040242
YJR103W	P38627	URA8	64.50989	0	0.258201785040242
YDL066W	P21954	IDP1	48.18986	0	0.25578
YKL029C	P36013	MAE1	74.37529	0	0.233739057162088
YOR095C	Q12189	RKI1	28.25777	0	0.233378782753313
YDL085W	Q07500	NDE2	61.65854	0	0.210601626044756
YMR145C	P40215	NDE1	62.77345	0	0.210601626044756
YDR503C	Q04396	LPP1	31.58604	0	0.207961800383754
YPR021C		AGC1	NaN	0	0.200581615947741
YLR395C	P04039	COX8	8.90656	0	0.188653826816303
Q0045	P00401	COX1	58.79755	0	0.188653826816303
Q0250	P00410	COX2	28.5669	0	0.188653826816303
Q0275	P00420	COX3	30.35941	0	0.188653826816303
YDL067C	P07255	COX9	6.96313	0	0.188653826816303
YGL187C	P04037	COX4	17.1424	0	0.188653826816303
YGL191W	P32799	COX13	15.02097	0	0.188653826816303
YHR051W	P00427	COX6	17.34139	0	0.188653826816303
YIL111W	P00425	COX5B	17.1965	0	0.188653826816303
YLR038C	Q01519	COX12	9.78778	0	0.188653826816303
YMR256C	P10174	COX7	6.9323	0	0.188653826816303
Q0105	P00163	COB	43.65549	0	0.187481438315644
YBL045C	P07256	COR1	50.22724	0	0.187481438315644
YDR529C	P00128	QCR7	14.56466	0	0.187481438315644
YEL024W	P08067	RIP1	23.36479	0	0.187481438315644
YFR033C	P00127	QCR6	17.25682	0	0.187481438315644
YGR183C	P22289	QCR9	7.47622	0	0.187481438315644
YHR001W-A	P37299	QCR10	8.59285	0	0.187481438315644
YJL166W	P08525	QCR8	10.97437	0	0.187481438315644
YOR065W	P07143	CYT1	34.05423	0	0.187481438315644
YPR191W	P07257	QCR2	40.47764	0	0.187481438315644
Q0080	P00856	ATP8	5.82221	0	0.181933614132904
Q0085	P00854	ATP6	29.09876	0	0.181933614132904
Q0130	P61829	OLI1	7.75937	0	0.181933614132904
YBL099W	P07251	ATP1	58.60746	0	0.181933614132904
YBR039W	P38077	ATP3	34.35021	0	0.181933614132904
YDL004W	Q12165	ATP16	17.02022	0	0.181933614132904
YDR298C	P09457	ATP5	22.81414	0	0.181933614132904
YDR322C-A	P81449	TIM11	10.87534	0	0.181933614132904
YDR377W	Q06405	ATP17	11.312	0	0.181933614132904
YJR121W	P00830	ATP2	54.7932	0	0.181933614132904
YKL016C	P30902	ATP7	19.80938	0	0.181933614132904
YLR295C	Q12349	ATP14	14.12765	0	0.181933614132904
YML081C-A	P81450	ATP18	6.68769	0	0.181933614132904
YPL078C	P05626	ATP4	26.92481	0	0.181933614132904
YPL271W	P21306	ATP15	6.7425	0	0.181933614132904
YPR020W	Q12233	ATP20	12.92094	0	0.181933614132904
YOL077W-A	P81451	ATP19	7.53367	0	0.181933614132904
YGR248W	P53315	SOL4	28.44737	0	0.177261272479752
YGR256W	P53319	GND2	53.92235	0	0.177261272479752
YHR163W	P38858	SOL3	27.78417	0	0.177261272479752
YHR183W	P38720	GND1	53.54274	0	0.177261272479752
YNL241C	P11412	ZWF1	57.5209	0	0.177261272479752
YER053C		PIC2	NaN	0	0.148804454177919
YJR077C		MIR1	NaN	0	0.148804454177919
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183
YOR130C		ORT1	NaN	0	0.145193082637183
YAL062W	P39708	GDH3	49.62653	0	0.127816081368885
YOR375C	P07262	GDH1	49.56931	0	0.127816081368885
YML120C	P32340	NDI1	57.24915	0	0.110178319308506
YFL018C	P09624	LPD1	54.00934	0	0.0833036716457056
