genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10047928228295e-07	2.10217563034377e-07	2.10188074822914e-07	1	4	0	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72284428528812e-08	2.7278873372163e-08	2.72466152002226e-08	1	6	0	1
YPL069C	Q12051	BTS1	38.65108	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1000	essential	2	6.85311812513329e-08	9.16716086560445e-08	9.16716086558612e-08	1	4	0	1
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	3.16875668033556e-11	4.26152449054638e-09	1.5728024228112e-10	1	16	0	1
crtB	D5KXJ0	crtB	32.786		2	1000	tightly_const	2	0.000544529253044316	0.000544529253045405	0.000544529253044316	1	3	0	1
crtI	Q5BTY7	crtI	66.46		2	1000	tightly_const	2	0.00108905850608863	0.00108905850609081	0.00108905850608863	1	5	0	1
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.3574113166431	essential	2	7.85804738794451e-07	8.37850590040561e-07	7.85880156614764e-07	1	17	0	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.45870225644443	essential	2	1.90070269827808e-06	2.04059636896789e-06	2.03642615965333e-06	1	6	0	1
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.30170836349776	essential	2	1.90892407203944e-06	2.09352749981253e-06	2.08790531867357e-06	1	5	0	1
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	2.30170836349776	essential	2	5.70926464358019e-07	5.80981349142932e-07	5.76492695306169e-07	1	4	0	1
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26695882826659	tightly_const	2	3.23527154143296e-06	3.26111263301598e-06	3.23529345360182e-06	1	6	0	1
