genes	enzymes	shortNames	MWs	actions	k_scores
YDR300C	P32264	PRO1	47.16164	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
tesA	P0ADA1	tesA	23.622	1	865.553286066685
FAS1	A0A2Z6EZ44	FAS1	318.115	1	604.697219825022
FAS2	A0A2Z6EYW1	FAS2	137.582	1	604.697219825022
YBR117C	P33315	TKL2	75.02862	1	43.236212210097
YPR074C	P23254	TKL1	73.80488	1	36.5040608409976
YLR153C	P52910	ACS2	75.49079	1	13.3880502657899
YAL054C	Q01574	ACS1	79.13997	1	13.3880502657899
YGR087C	P26263	PDC6	61.57964	1	13.3880502657899
YLR044C	P06169	PDC1	61.49468	1	13.3880502657899
YLR134W	P16467	PDC5	61.91138	1	13.3880502657899
YPL061W	P54115	ALD6	54.41344	1	13.3880502657899
YNR016C	Q00955	ACC1	250.35091	1	13.1889992650371
YDL141W	P48445	BPL1	76.36203	1	13.1889992650371
YJL121C	P46969	RPE1	25.96689	1	9.57545536459976
YGL055W	P21147	OLE1	58.40232	1	7.10971951661403
YGR248W	P53315	SOL4	28.44737	1	5.18507809223329
YGR256W	P53319	GND2	53.92235	1	5.18507809223329
YHR183W	P38720	GND1	53.54274	1	5.18507809223329
YNL241C	P11412	ZWF1	57.5209	1	5.18507809223329
YHR163W	P38858	SOL3	27.78417	1	5.18507809223329
YNL036W	P53615	NCE103	24.85889	1	3.50121247565571
YOR095C	Q12189	RKI1	28.25777	1	2.76522169741467
YDR226W	P07170	ADK1	24.2546	1	2.42780665589962
YAL038W	P00549	CDC19	54.54404	1	2.08701081684387
YOR347C	P52489	PYK2	55.19478	1	2.08701081684387
YGR254W	P00924	ENO1	46.81564	1	1.94671133962623
YHR174W	P00925	ENO2	46.91368	1	1.94671133962623
YKL152C	P00950	GPM1	27.60828	1	1.94671133962623
YMR323W	P42222	ERR3	47.31216	1	1.94671133962623
YOR393W	P0CX10	ERR1	47.32712	1	1.94671133962623
YPL281C	P0CX11	ERR2	47.32712	1	1.94671133962623
YOR283W	Q12040	YOR283W	26.17622	1	1.94671133962623
YMR267W	P28239	PPA2	35.57213	1	1.88775417497672
YCR012W	P00560	PGK1	44.73787	1	1.17948017127497
YGR192C	P00359	TDH3	35.74626	1	1.17948017127497
YJL052W	P00360	TDH1	35.74956	1	1.17948017127497
YJR009C	P00358	TDH2	35.84645	1	1.17948017127497
YDR050C	P00942	TPI1	26.79508	1	1.08398506338911
YGR240C	P16861	PFK1	107.96906	1	1.07711613737676
YKL060C	P14540	FBA1	39.62024	1	1.07711613737676
YMR205C	P16862	PFK2	104.61673	1	1.07711613737676
YDR516C	Q04409	EMI2	55.92028	1	1.00031882186957
YKL067W	P36010	YNK1	17.16647	0	0.152236217182858
YOR222W		ODC2	NaN	0	0.152078601553884
YPL134C		ODC1	NaN	0	0.152078601553884
YBR218C	P32327	PYC2	130.16549	0	0.151999997454647
YGL062W	P11154	PYC1	130.09827	0	0.151999997454647
YOL126C	P22133	MDH2	40.7305	0	0.15137006041265
YPR021C		AGC1	NaN	0	0.1500262997982
YKL029C	P36013	MAE1	74.37529	0	0.149023692068583
YER069W	Q01217	ARG5,6	94.86823	0	0.149020552728469
YMR062C	Q04728	ARG7	47.84821	0	0.149020552728469
YOL140W	P18544	ARG8	46.68082	0	0.149020552728469
YOR130C		ORT1	NaN	0	0.149020552728469
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YLR438W	P07991	CAR2	46.08557	0	0.145625605207345
YCR048W	P25628	ARE1	71.61215	0	0.114117491900085
YDR503C	Q04396	LPP1	31.58604	0	0.1078713417035
YNR019W	P53629	ARE2	74.022	0	0.107676211998706
YOR245C	Q08650	DGA1	47.71075	0	0.0852643179980584
