genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.1004792835436e-07	2.10436923227016e-07	2.10188074822914e-07	0	3.63489703282649e-09	2.90446292825579e-09	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.7228442869229e-08	2.72788774873821e-08	2.72466152002226e-08	0	4.71190579687374e-10	3.76504632035718e-10	up_distinct	1
YPL069C	Q12051	BTS1	38.65108	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000	7968	1	4	0	essential	2	6.85312020186733e-08	9.16716086559611e-08	9.16716086559428e-08	0	9.32331106884853e-10	9.16716086559519e-10	up_distinct	1
crtB	D5KXJ0	crtB	32.786		OE	1000	0	1	3	0	essential_tightly_const	2	0.0005445292530448	0.000544529253044909	0.0005445292530448	5.44529253044855e-06	5.53810851101509e-06	5.44529253044855e-06	none	3
crtI	Q5BTY7	crtI	66.46		OE	1000	0	1	5	0	essential_tightly_const	2	0.0010890585060896	0.00108905850608982	0.0010890585060896	1.08905850608971e-05	1.10762170189632e-05	1.08905850608971e-05	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.3593536877214	7128	1	17	0	essential	2	7.85804739991542e-07	8.3785058467092e-07	7.85880156635479e-07	0	2.05809589348109e-07	2.05773506668865e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.45873790263801	7081	1	6	0	essential	2	1.90070282363106e-06	2.04059636853443e-06	2.03642615965333e-06	0	8.80119363423514e-07	8.80083303794917e-07	up_distinct	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.23009110150305	7260	1	9	0	essential_tightly_const	2	6.87038200910908e-07	6.90236832192768e-07	6.87538792010874e-07	3.24890656329291e-07	5.84295740736954e-07	5.84258870998833e-07	up_distinct	1
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293884450454309	7124	1	7	0	biomass_opt	0.5	6.44220187324211e-07	6.44251377837538e-07	6.44226117841574e-07	1.32433073530108e-06	1.32463938123162e-06	1.32440577350682e-06	down_distinct	1
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	KD	0.293827460547136	7609	1	4	0	biomass_opt	0.5	1.91088644911199e-06	1.9116418636087e-06	1.91105956507181e-06	3.92920278926821e-06	3.9321843396419e-06	3.92953523651425e-06	down_distinct	1
