rxn_IDs	rxnNames	K_score	grRules	rxn_formula
r_0169No3	aldehyde dehydrogenase (2-phenylethanol, NAD) (No3)	1000	YOL086C	3.0864e-07 prot_P00330[c] + pmet_r_0169[c] => 2-phenylethanol[c] + NAD[c]
r_0468No1	glutamate 5-kinase (No1)	1000	YDR300C	ATP[c] + L-glutamate[c] + 2.4123e-05 prot_P32264[c] => ADP[c] + L-gamma-glutamyl phosphate[c]
r_0473No1	glutamate-5-semialdehyde dehydrogenase (No1)	1000	YOR323C	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] + 3.1271e-06 prot_P54885[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]
r_0854No1	phenylpyruvate decarboxylase (No1)	1000	YDR380W	H+[c] + keto-phenylpyruvate[c] + 1.2183e-07 prot_Q06408[c] => carbon dioxide[c] + phenylacetaldehyde[c]
r_1050_REVNo2	transketolase 2 (reversible) (No2)	49.9582238234265	YPR074C	2.0129e-06 prot_P23254[c] + pmet_r_1050_REV[c] => D-erythrose 4-phosphate[c] + D-xylulose 5-phosphate[c]
r_0938No1	prephenate dehydratase (No1)	26.5625350985778	YNL316C	H+[c] + prephenate[c] + 7.1889e-08 prot_P32452[c] => carbon dioxide[c] + H2O[c] + keto-phenylpyruvate[c]
newRxn2	newRxn2	15.2046112641676	ARO7T226I	chorismate[c] + 0.0044803 prot_P32178ly[c] => prephenate[c]
r_0039No1	3-dehydroquinate dehydratase (No1)	13.6024405304801	YDR127W	3-dehydroquinate[c] + 8.9606e-07 prot_P08566[c] => 3-dehydroshikimate[c] + H2O[c]
r_0040No1	3-dehydroquinate synthase (No1)	13.6024405304801	YDR127W	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + 8.9606e-07 prot_P08566[c] => 3-dehydroquinate[c] + phosphate[c]
r_0065No1	3-phosphoshikimate 1-carboxyvinyltransferase (No1)	13.6024405304801	YDR127W	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] + 8.2672e-06 prot_P08566[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c]
r_0279No1	chorismate synthase (No1)	13.6024405304801	YGL148W	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + 0.00015964 prot_P28777[c] => chorismate[c] + phosphate[c]
r_0996No1	shikimate dehydrogenase (No1)	13.6024405304801	YDR127W	3-dehydroshikimate[c] + H+[c] + NADPH[c] + 2.8981e-06 prot_P08566[c] => NADP(+)[c] + shikimate[c]
newRxn1	newRxn1	13.6024405304801	ARO4K229L	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] + 0.0012902 prot_P32449ly[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c]
newRxn3	newRxn3	13.6024405304801	aroL	ATP[c] + shikimate[c] + 2.1226e-06 prot_P0A6E1[c] => 3-phosphoshikimic acid[c] + ADP[c] + H+[c]
r_1049No2	transketolase 1 (No2)	7.46556590297418	YPR074C	pmet_r_1049[c] + 2.0129e-06 prot_P23254[c] => glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c]
r_0982No1	ribose-5-phosphate isomerase (No1)	3.64687574433694	YOR095C	D-ribulose 5-phosphate[c] + 2.8935e-05 prot_Q12189[c] => ribose-5-phosphate[c]
r_0534No3	hexokinase (D-glucose:ATP) (No3)	2.55567532456851	YFR053C	1.0138e-06 prot_P04806[c] + pmet_r_0534[c] => ADP[c] + D-glucose 6-phosphate[c] + H+[c]
r_0091No2	6-phosphogluconolactonase (No2)	2.29584790115386	YHR163W	pmet_r_0091[c] + 2.7778e-05 prot_P38858[c] => 6-phospho-D-gluconate[c] + H+[c]
