genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDL171C	Q12680	GLT1	238.09944	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YJR019C	P41903	TES1	40.25927	1	1000
YKL188C		PXA2	NaN	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YPL147W		PXA1	NaN	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
YLR044C	P06169	PDC1	61.49468	1	258.051441185395
YBR296C		PHO89	NaN	1	11.4867464693878
YCR037C		PHO87	NaN	1	11.4867464693878
YJL198W		PHO90	NaN	1	11.4867464693878
YML123C		PHO84	NaN	1	11.4867464693878
YNR013C		PHO91	NaN	1	11.4867464693878
YGR087C	P26263	PDC6	61.57964	1	7.58527205553919
YLR134W	P16467	PDC5	61.91138	1	7.58527205553919
YAL038W	P00549	CDC19	54.54404	1	2.55981847680727
YOR347C	P52489	PYK2	55.19478	1	2.55981847680727
YGR254W	P00924	ENO1	46.81564	1	2.38522902372276
YHR174W	P00925	ENO2	46.91368	1	2.38522902372276
YKL152C	P00950	GPM1	27.60828	1	2.38522902372276
YMR323W	P42222	ERR3	47.31216	1	2.38522902372276
YOR393W	P0CX10	ERR1	47.32712	1	2.38522902372276
YPL281C	P0CX11	ERR2	47.32712	1	2.38522902372276
YOR283W	Q12040	YOR283W	26.17622	1	2.38522902372276
YGR043C	P53228	NQM1	37.25314	1	1.26949335229035
YLR354C	P15019	TAL1	37.0359	1	1.26949335229035
YGR240C	P16861	PFK1	107.96906	1	1.25033437954455
YKL060C	P14540	FBA1	39.62024	1	1.25033437954455
YMR205C	P16862	PFK2	104.61673	1	1.25033437954455
YCR012W	P00560	PGK1	44.73787	1	1.23601161275538
YGR192C	P00359	TDH3	35.74626	1	1.23601161275538
YJL052W	P00360	TDH1	35.74956	1	1.23601161275538
YJR009C	P00358	TDH2	35.84645	1	1.23601161275538
