genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YDR226W	P07170	ADK1	24.2546	deletion	0.112350611782239	0	0	5.50577962466835e-05	0	1.000001000001	1	4	0	1
YNR019W	P53629	ARE2	74.022	deletion	0.107676198292735	0	0	0.00132112782022279	0	1.000001000001	1	84	0	1
YOR245C	Q08650	DGA1	47.71075	deletion	0.085264297439103	0	0	6.27490442885815e-05	0	1.000001000001	1	122	0	1
YJR130C	P47164	STR2	72.34965	deletion	0.0131263247366666	0	0	0.00135166541881641	0	1.000001000001	1	11	0	1
YLR153C	P52910	ACS2	75.49079	deletion	0.00136298552175205	0	0	2.61802095848124e-05	0	1.000001000001	1	13	0	1
YPL061W	P54115	ALD6	54.41344	deletion	0.00136298552175205	0	0	4.28231212703713e-05	0	1.000001000001	1	8	0	1
YKL085W	P17505	MDH1	35.64959	deletion	1.28837321380084e-06	0	0	0.00274315904689419	0	1.000001000001	1	5	0	1
YBR263W	P37292	SHM1	53.68589	deletion	0	0	0	0.0018215681153074	0	1.000001000001	1	5	0	1
YCL009C	P25605	ILV6	33.98652	deletion	0	0	0	1.87228896225922e-05	0	1.000001000001	1	8	0	1
YCL018W	P04173	LEU2	38.95257	deletion	0	0	0	1.23141479362856e-05	0	1.000001000001	1	5	0	1
YCL040W	P17709	GLK1	55.37689	deletion	0	0	0	8.19765248940318e-06	0	1.000001000001	1	6	0	1
YCL050C	P16550	APA1	36.49211	deletion	0	0	0	7.68791243568148e-06	0	1.000001000001	1	9	0	1
YCR053W	P16120	THR4	57.47349	deletion	0	0	0	1.67935179698028e-07	0	1.000001000001	1	6	0	1
YDL066W	P21954	IDP1	48.18986	deletion	0	0	0	1.53284615115718e-05	0	1.000001000001	1	5	0	1
YDL131W	Q12122	LYS21	48.59372	deletion	0	0	0	0.000167115558577454	0	1.000001000001	1	6	0	1
YDR158W	P13663	HOM2	39.54334	deletion	0	0	0	3.60999230187763e-06	0	1.000001000001	1	6	0	1
YDR234W	P49367	LYS4	75.14989	deletion	0	0	0	0.00130129943930161	0	1.000001000001	1	6	0	1
YDR300C	P32264	PRO1	47.16164	deletion	0	0	0	8.57753317047126e-05	0	1.000001000001	1	4	0	1
YDR353W	P29509	TRR1	34.23767	deletion	0	0	0	2.38208437549257e-05	0	1.000001000001	1	6	0	1
YER023W	P32263	PRO3	30.13145	deletion	0	0	0	1.42896999686976e-06	0	1.000001000001	1	6	0	1
YER069W	Q01217	ARG5,6	94.86823	deletion	0	0	0	0.000131546323020179	0	1.000001000001	1	9	0	1
YER091C	P05694	MET6	85.85892	deletion	0	0	0	5.49715313749632e-05	0	1.000001000001	1	7	0	1
YER152C	P10356	YER152C	49.48976	deletion	0	0	0	0.00197601369894724	0	1.000001000001	1	6	0	1
YGL009C	P07264	LEU1	85.79356	deletion	0	0	0	0.00113985801660697	0	1.000001000001	1	4	0	1
YGR208W	P42941	SER2	34.20684	deletion	0	0	0	1.66129194724623e-06	0	1.000001000001	1	4	0	1
YHR208W	P38891	BAT1	43.59553	deletion	0	0	0	0.00224317929048088	0	1.000001000001	1	16	0	1
