genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YBL098W	P38169	BNA4	52.42905	sce00380  Tryptophan metabolism	OE	1000	7528	1	7	0	essential_tightly_const	2	4.36821474762265e-08	4.36821857912897e-08	4.36821474762488e-08	4.3682147471742e-10	4.43021540047265e-10	4.36821474764614e-10	up_distinct	1
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.10052706232443e-07	2.10426813032283e-07	2.10188074822914e-07	0	3.63479103735599e-09	2.90437819507908e-09	up_distinct	1
YDR428C	Q04066	BNA7	29.99102	sce00380  Tryptophan metabolism sce00630  Glyoxylate and dicarboxylate metabolism	OE	1000	7862	1	5	0	essential_tightly_const	2	5.50776984895476e-10	5.51921089962599e-10	5.5077698489576e-10	5.50776984838936e-12	1.04137363647485e-11	5.50776984898442e-12	up_distinct	1
YEL041W	P32622	YEF1	55.87302	sce00NNN  None	OE	1000	7431	1	18	0	essential	2	5.21952008310198e-09	7.04689533009716e-09	5.5077698489576e-09	0	1.06950285222423e-09	5.50776984899041e-11	up_distinct	1
YFR047C	P43619	BNA6	32.36461	sce00760  Nicotinate and nicotinamide metabolism	OE	1000	7679	1	12	0	essential_tightly_const	2	1.47791648703819e-08	1.47791666943313e-08	1.47791648703898e-08	1.4779164868865e-10	1.4988934296844e-10	1.47791648704617e-10	up_distinct	1
YGR010W	P53204	NMA2	44.90875	sce00760  Nicotinate and nicotinamide metabolism	OE	1000	7767	1	12	0	production_opt_tight	2	0	3.67944536008765e-08	3.67944423844049e-08	0	3.73166876668409e-10	3.67944423845841e-10	up_subset	2
YJR025C	P47096	BNA1	20.23471	sce00380  Tryptophan metabolism	OE	1000	7701	1	4	0	essential_tightly_const	2	3.54699573813185e-09	3.54699617587827e-09	3.54699573813432e-09	3.54699573776837e-11	3.5973403463724e-11	3.54699573815159e-11	up_distinct	1
YJR078W	P47125	BNA2	50.77489	sce00380  Tryptophan metabolism	OE	1000	7703	1	3	0	essential_tightly_const	2	7.38956647369425e-09	7.40725283327801e-09	7.3895664736981e-09	7.38956647293571e-11	1.39672642847983e-10	7.38956647373408e-11	up_distinct	1
YLR231C	Q05979	BNA5	51.03155	sce00380  Tryptophan metabolism	OE	1000	7898	1	7	0	essential	2	2.53357157667969e-08	2.62756552129844e-08	2.53357157668101e-08	2.53357157641962e-10	3.68753088818874e-09	2.53357157669335e-10	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72290674116488e-08	2.72775627604059e-08	2.72466152002226e-08	0	4.71176835826531e-10	3.764936481002e-10	up_distinct	1
D12D	Q9Y8H5	D12D	46.001		OE	1000	0	1	7	0	essential_tightly_const	2	0.000319229935661865	0.000319230304541961	0.000319229935661865	3.19229935661897e-06	3.23760954901984e-06	3.19229935661897e-06	none	3
FAD3	D5KSD6	FAD3	47.718		OE	1000	0	1	7	0	essential_tightly_const	2	0.000319229935661865	0.000319229935661929	0.000319229935661865	3.19229935661897e-06	3.22863170244792e-06	3.19229935661897e-06	none	3
D6D	A0A1Y5I9G7	D6D	51.674		OE	1000	0	1	9	0	essential_tightly_const	2	0.000319229935661865	0.000319230304541961	0.000319229935661865	3.19229935661897e-06	3.23760954901984e-06	3.19229935661897e-06	none	3
D6E	D5KSD4	D6E	36.746		OE	1000	0	1	11	0	essential_tightly_const	2	0.000319229935661865	0.000319230304541961	0.000319229935661865	3.19229935661897e-06	3.23760954901984e-06	3.19229935661897e-06	none	3
D5D	HQ678517	D5D	59.89		OE	1000	0	1	9	0	essential_tightly_const	2	0.000319229935661865	0.000319230304541961	0.000319229935661865	3.19229935661897e-06	3.23760954901984e-06	3.19229935661897e-06	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.1694750687934	7128	1	17	0	essential_tightly_const	2	9.22461724861436e-07	9.27012997538967e-07	9.24107351263765e-07	0	2.06029855246475e-07	2.05993773619977e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.45261035133748	7081	1	6	0	essential	2	1.90845572729239e-06	2.04765195427742e-06	2.04733153387012e-06	0	8.80082466738969e-07	8.80046385074682e-07	up_distinct	1
