genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
YDL205C	P28789	HEM3	36.67427	sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	0.000164743428296809	0.000164743428297342	0.000164743428296809	1	4	0	1	1.04038668060121	1.04483898613459	0.0851515401930823
YDR044W	P11353	HEM13	37.71116	sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	0.000605676113082196	0.000605676113084153	0.000605676113082196	1	6	0	1	1.17199213042425	1.19365341721667	0.322393302130752
YDR047W	P32347	HEM12	41.34866	sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	0.00046311153811384	0.000463111538115337	0.00046311153811384	1	4	0	1	1.14029339741982	1.15742618244447	0.270160937569172
YDR232W	P09950	HEM1	59.36171	sce00260  Glycine, serine and threonine metabolism sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	0.000125185196735948	0.000125185196736352	0.000125185196735948	1	6	0	1	1.0501394654772	1.05572452415975	0.104730067047307
YER014W	P40012	HEM14	59.70226	sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	2.35079016723581e-06	2.35079016724051e-06	2.35079016723581e-06	1	4	0	1	1.00090254796912	1.00099787166624	0
YGL040C	P05373	HEM2	37.73995	sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	3.32815500891e-05	3.32815500891666e-05	3.32815500891e-05	1	4	0	1	1.00813573598471	1.00900187230292	0.0177684987300341
YOR176W	P16622	HEM15	44.5956	sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	3.43215846291437e-05	3.43215846292124e-05	3.43215846291437e-05	1	4	0	1	1.00993172990012	1.01099115360517	0.0216325707089464
YPL172C	P21592	COX10	52.14718	sce00190  Oxidative phosphorylation sce00860  Porphyrin and chlorophyll metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000	tightly_const	2	3.12014439417042e-06	3.12014439417666e-06	3.12014439417042e-06	1	5	0	1	1.00104648619289	1.00115702967343	0
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	8.40268222482392	tightly_const	2	2.01656976370694e-05	2.01657753731944e-05	2.01656976370694e-05	1	5	0	1	1.00719568980008	1.00796095783661	0.0114130096779141
YML126C	P54839	ERG13	55.01283	sce00072  Synthesis and degradation of ketone bodies sce00280  Valine, leucine and isoleucine degradation sce00650  Butanoate metabolism sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	8.40268222482392	tightly_const	2	8.01769451689136e-05	8.01772542405434e-05	8.01769451689136e-05	1	12	0	1	1.03969012561759	1.04406238939999	0.0612519684701944
YMR208W	P07277	ERG12	48.45901	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce04146  Peroxisome	OE	8.40268222482392	tightly_const	2	1.51933289135031e-06	1.51933874817978e-06	1.51933289135031e-06	1	11	0	1	1.00064622228482	1.0007144545099	0
YMR220W	P24521	ERG8	50.45437	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	8.40268222482392	tightly_const	2	9.78629866920242e-06	9.78633637126209e-06	9.78629866920242e-06	1	4	0	1	1.00434418155017	1.00480474245923	0
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	8.40268222482392	tightly_const	2	6.79049173185103e-06	6.79051790830793e-06	6.79049173185103e-06	1	6	0	1	1.00263270847823	1.00291129668374	0
