genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YEL046C	P37303	GLY1	42.81463	2	1000	tightly_const	2	1.67417146610177e-06	1.67422949034333e-06	1.67417324737715e-06	1	4	0	1
YER065C	P28240	ICL1	62.40816	2	1000	tightly_const	2	2.02915924610034e-06	2.02943988767779e-06	2.02916506378435e-06	1	3	0	1
YFL030W	P43567	AGX1	41.90679	2	1000	tightly_const	2	2.04455034720119e-07	2.04492796710881e-07	2.0446510458429e-07	1	4	0	1
YML042W	P32796	CAT2	77.24096	2	1000	tightly_const	2	1.78823341925127e-07	1.79011548366334e-07	1.78842162569255e-07	1	8	0	1
YMR205C	P16862	PFK2	104.61673	2	400.747607505605	essential	2	3.86642296931506e-07	6.95327400703628e-07	6.95312541672204e-07	1	9	0	1
YPL262W	P08417	FUM1	53.15125	1	340.410413355192	essential	2	3.07417733955184e-08	0.00146784695162837	3.07420055941719e-08	1	6	0	1
YPR035W	P32288	GLN1	41.7656	2	14.1600735053656	essential	2	2.06534926454029e-07	4.25852510856512e-06	4.25823818671268e-06	1	7	0	1
YJR139C	P31116	HOM6	38.50163	2	10.504252446229	tightly_const	2	3.471152596434e-06	3.47126309350337e-06	3.47115598813172e-06	1	7	0	1
YCR053W	P16120	THR4	57.47349	2	10.504252446229	tightly_const	2	1.92087517219199e-08	1.92111227487127e-08	1.92105299920154e-08	1	6	0	1
YDR158W	P13663	HOM2	39.54334	2	10.504252446229	tightly_const	2	4.12955393975759e-07	4.12968539431693e-07	4.12955797341094e-07	1	6	0	1
YER052C	P10869	HOM3	58.10913	2	10.504252446229	tightly_const	2	3.45281194136222e-07	3.45292185344463e-07	3.45281531398963e-07	1	4	0	1
YHR025W	P17423	THR1	38.71215	2	10.504252446229	tightly_const	2	1.92087517219255e-06	1.92111227487113e-06	1.92105299920154e-06	1	5	0	1
