genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
3DSD	Q86ZM4	3DSD	41.685	1	1000
OMT	P21964	OMT	30.037	1	1000
ACAR	Q6RKB1	ACAR	128.346	1	1000
UGT	Q9LVR1	UGT	52.992	1	1000
YLR044C	P06169	PDC1	61.49468	1	12.155625987218
YGR087C	P26263	PDC6	61.57964	1	12.1556259872179
YLR134W	P16467	PDC5	61.91138	1	12.1556259872179
YAL038W	P00549	CDC19	54.54404	1	2.44166466166889
YOR347C	P52489	PYK2	55.19478	1	2.44166466166889
YGR254W	P00924	ENO1	46.81564	1	2.28818339159914
YHR174W	P00925	ENO2	46.91368	1	2.28818339159914
YKL152C	P00950	GPM1	27.60828	1	2.28818339159914
YMR323W	P42222	ERR3	47.31216	1	2.28818339159914
YOR393W	P0CX10	ERR1	47.32712	1	2.28818339159914
YPL281C	P0CX11	ERR2	47.32712	1	2.28818339159914
YOR283W	Q12040	YOR283W	26.17622	1	2.28818339159914
YGR043C	P53228	NQM1	37.25314	1	1.26034860745637
YLR354C	P15019	TAL1	37.0359	1	1.26034860745637
YGR240C	P16861	PFK1	107.96906	1	1.2247538018684
YKL060C	P14540	FBA1	39.62024	1	1.2247538018684
YMR205C	P16862	PFK2	104.61673	1	1.2247538018684
YDR050C	P00942	TPI1	26.79508	1	1.22359675293279
YCR012W	P00560	PGK1	44.73787	1	1.22180013788217
YGR192C	P00359	TDH3	35.74626	1	1.22180013788217
YJL052W	P00360	TDH1	35.74956	1	1.22180013788217
YJR009C	P00358	TDH2	35.84645	1	1.22180013788217
YBR196C	P12709	PGI1	61.29832	1	1.18981058729724
YER091C	P05694	MET6	85.85892	0	0.293884450454309
YER043C	P39954	SAH1	49.12498	0	0.293827460547136
