genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YJL121C	P46969	RPE1	25.96689	OE	25.6207536494109	2	1.8091362855243e-06	0.00315467306666066	1.80931035606679e-06	1.00000100000111	1	2	0	1
YNL241C	P11412	ZWF1	57.5209	OE	13.7606335396799	2	4.91447711868866e-07	4.91497157494439e-07	4.91494544226376e-07	1.00000100000101	1	5	0	1
YJR139C	P31116	HOM6	38.50163	OE	13.4326951135204	2	6.95952893282706e-06	6.95962104017647e-06	6.95953442229689e-06	1.00000100000101	1	7	0	1
YCR053W	P16120	THR4	57.47349	OE	13.4326951135204	2	3.8514840729099e-08	3.85168540919764e-08	3.85163747198688e-08	1.00000100000101	1	6	0	1
YDR158W	P13663	HOM2	39.54334	OE	13.4326951135204	2	8.27959858156906e-07	8.27970815965845e-07	8.27960511227059e-07	1.000001000001	1	6	0	1
YER052C	P10869	HOM3	58.10913	OE	13.4326951135204	2	6.92275661467838e-07	6.92284823535721e-07	6.92276207514325e-07	1.00000100000101	1	4	0	1
YHR025W	P17423	THR1	38.71215	OE	13.4326951135204	2	3.8514840729106e-06	3.85168540919767e-06	3.85163747198688e-06	1.00000100000101	1	5	0	1
YDL066W	P21954	IDP1	48.18986	OE	7.8167145040206	2	5.69837278404729e-06	5.70023548588198e-06	5.69911786478132e-06	1.00000100000101	1	5	0	1
YOR095C	Q12189	RKI1	28.25777	OE	7.21907972888493	2	1.10040733896357e-05	0.00290826171345891	1.10051024014772e-05	1.00000100000102	1	2	0	1
YCR012W	P00560	PGK1	44.73787	OE	1.00550823470693	2	7.80795106388015e-07	0.00183077500300634	7.80795106388042e-07	1.00000100000042	1	4	0	1
YDR516C	Q04409	EMI2	55.92028	OE	1.00031999716331	2	1.15147127761523e-08	1.86180097411776e-07	1.86106187996958e-07	1.00000100000102	1	4	0	1
YNR019W	P53629	ARE2	74.022	deletion	0.107676211952292	0	0	0.00110602384184333	0	1.00000100000101	1	84	0	1
YDL052C	P33333	SLC1	33.88654	deletion	0.106348247925119	0	0	1.56314568516375e-06	0	1.00000100000102	1	28	0	1
YOR245C	Q08650	DGA1	47.71075	deletion	0.0852643179284383	0	0	5.45220187272234e-08	0	1.00000100000101	1	122	0	1
YPR074C	P23254	TKL1	73.80488	OE	97.7632605116333	2	0	0.00111225345088642	2.97618239057249e-06	1.00000100000104	0	10	1	2
YHR163W	P38858	SOL3	27.78417	OE	13.7606335396799	2	0	3.11019758386622e-05	3.11018100504627e-05	1.00000100000101	0	5	2	2
YHR183W	P38720	GND1	53.54274	OE	13.7606335396799	2	0	8.54449467339085e-06	8.54444912720569e-06	1.00000100000101	0	6	3	2
YGL062W	P11154	PYC1	130.09827	OE	2.702018750936	2	0	2.85190034465496e-06	2.85106646711896e-06	1.00000100000102	0	8	4	2
YAL038W	P00549	CDC19	54.54404	OE	1.86088873822813	2	0	1.54827570033092e-06	1.54824872321166e-06	1.000001000001	0	6	5	2
YGR254W	P00924	ENO1	46.81564	OE	1.73698862659066	2	0	0.00175035734910611	1.57922847332889e-06	1.00000100000097	0	5	6	2
YJL052W	P00360	TDH1	35.74956	OE	1.00550823470693	2	0	0.00230454836002169	1.44500936273675e-05	1.00000100000104	0	8	8	2
YOR222W		ODC2	NaN	deletion	0.152140731303596	0	0	0	0	1.00000100000101	0	6	9	2
