genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
bAS	Q9MB42	bAS	87.516		OE	1000	0	1	2	0	essential_tightly_const	2	2.24432583533119e-05	2.24432583533164e-05	2.24432583533119e-05	2.24432583533141e-07	2.24476073147604e-07	2.24432583533141e-07	none	3
YGR175C	P32476	ERG1	55.12537	sce00100  Steroid biosynthesis sce00909  Sesquiterpenoid and triterpenoid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5997649029032	7417	1	9	0	essential	2	0.000229146148961865	0.000232613971766205	0.000232613689054554	8.23378842241852e-06	1.29636061556599e-05	1.29630583293595e-05	up_distinct	1
YHR190W	P29704	ERG9	51.71933	sce00100  Steroid biosynthesis sce00909  Sesquiterpenoid and triterpenoid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5997649029032	7371	1	6	0	essential_tightly_const	2	1.0714319010097e-05	1.07143320319567e-05	1.0714319010097e-05	5.9708585015682e-07	5.97111083348093e-07	5.9708585015682e-07	up_distinct	1
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5993456918713	7178	1	5	0	essential_tightly_const	2	6.42859354601969e-05	6.42860135913552e-05	6.42859354601969e-05	3.58255885395687e-06	3.58271025310489e-06	3.58255885395687e-06	up_distinct	1
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5993456918713	7217	1	7	0	production_opt_tight	2	0	2.2934584254383e-06	2.29345563975056e-06	0	1.27816243968741e-07	1.27810846175412e-07	up_subset	2
YML126C	P54839	ERG13	55.01283	sce00072  Synthesis and degradation of ketone bodies sce00280  Valine, leucine and isoleucine degradation sce00650  Butanoate metabolism sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5993456918713	7816	1	12	0	essential_tightly_const	2	0.000255594922391862	0.000255595233034106	0.000255594922391862	1.42439220287669e-05	1.42445239777498e-05	1.42439220287669e-05	up_distinct	1
YMR208W	P07277	ERG12	48.45901	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce04146  Peroxisome	OE	28.5993456918713	7158	1	11	0	essential_tightly_const	2	4.84345932155386e-06	4.843465204539e-06	4.84345932155386e-06	2.69918730310089e-07	2.69930137091461e-07	2.69918730310089e-07	up_distinct	1
YMR220W	P24521	ERG8	50.45437	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5993456918713	7322	1	4	0	essential_tightly_const	2	3.11975998036428e-05	3.11976377202499e-05	3.11975998036428e-05	1.73859548902333e-06	1.73866896217144e-06	1.73859548902333e-06	up_distinct	1
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	28.5993456918713	7405	1	6	0	essential_tightly_const	2	2.16473102529477e-05	2.16473365624256e-05	2.16473102529477e-05	1.20637216299149e-06	1.20642314435007e-06	1.20637216299149e-06	up_distinct	1
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.89162534943407	7416	0	6	1	essential_tightly_const	2	4.88907044716221e-06	4.8891712688484e-06	4.88910977947731e-06	9.41967554514357e-07	9.42163069036743e-07	9.42043917614921e-07	up_distinct	1
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.89162534943407	7251	0	6	1	essential_tightly_const	2	4.88907044716221e-06	4.8891712688484e-06	4.88910977947731e-06	9.41967554514357e-07	9.42163069036743e-07	9.42043917614921e-07	up_distinct	1
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	OE	6.89162534943407	7252	0	6	1	essential_tightly_const	2	4.88907044716221e-06	4.8891712688484e-06	4.88910977947731e-06	9.41967554514357e-07	9.42163069036743e-07	9.42043917614921e-07	up_distinct	1
