genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YGR155W	P32582	CYS4	56.02121	OE	1000	2	3.05625454241425e-08	3.14403342625579e-08	3.07447160076225e-08	1.00000972845685	1	4	0	1
YNL241C	P11412	ZWF1	57.5209	OE	1000	2	1.76458287289458e-09	2.13182400647143e-09	1.92286809609134e-09	1.00000156031956	1	5	0	1
crtE	Q1L6K3	crtE	42.153	OE	1000	2	2.63876927873212e-07	2.65631578825608e-07	2.65631473129973e-07	1.00005774879097	1	4	0	1
crtYB	Q7Z859	crtYB	74.736	OE	1000	2	1.27646829585663e-06	1.2764709250379e-06	1.27646829585663e-06	1.00048469910362	1	5	0	1
crtI	Q7Z858	crtI	65.066	OE	1000	2	0.000710226959814627	0.000710228452487326	0.000710226959814627	1.30581533435737	1	5	0	1
bkt	Q39982	bkt	35.989	OE	1000	2	0.000767045116599797	0.000767045116599799	0.000767045116599797	1.16265584635749	1	5	0	1
crtZ	A0A0K0P8J8	crtZ	32.017	OE	1000	2	0.000767045116599797	0.000767045116599799	0.000767045116599797	1.142152250448	1	8	0	1
YDR380W	Q06408	ARO10	71.38357	OE	92.4717113348154	2	7.27043813069648e-09	7.95719524638938e-09	7.95594994490425e-09	1.0000038779523	1	4	0	1
YOR283W	Q12040	YOR283W	26.17622	OE	3.49341955570632	2	6.24339799591314e-07	6.35284438843132e-07	6.31514960990508e-07	1.00008477497038	1	4	0	1
YCR012W	P00560	PGK1	44.73787	OE	1.25162166285327	2	9.80077624403977e-07	9.82364499251196e-07	9.80158973151806e-07	1.00022322700807	1	4	0	1
YDR050C	P00942	TPI1	26.79508	OE	1.24917327971847	2	3.03362341229687e-08	3.40233731637621e-08	3.03413211630749e-08	1.0000051199565	1	2	0	1
YMR205C	P16862	PFK2	104.61673	OE	1.23778453654868	2	7.34089252673235e-07	7.37402896883336e-07	7.37310454094034e-07	1.00039191069937	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	OE	1.00082600188454	2	1.85761254938835e-07	1.86184905670633e-07	1.86178e-07	1.00005376199948	1	4	0	1
YDR226W	P07170	ADK1	24.2546	deletion	0.113447491718944	0	0	6.44190155199956e-08	0	1.00001683651552	1	4	0	1
YJR130C	P47164	STR2	72.34965	deletion	0.0131263247366666	0	0	2.25922890568559e-09	0	1.00000265648205	1	11	0	1
YPR035W	P32288	GLN1	41.7656	deletion	0.0109249013636953	0	0	6.51844326901522e-10	0	1.00000127569375	1	7	0	1
YLR153C	P52910	ACS2	75.49079	deletion	0.00302941812452269	0	0	2.59701942271932e-10	0	1.00000119846388	1	13	0	1
YKL085W	P17505	MDH1	35.64959	deletion	8.57037240774175e-07	0	0	2.7675191724871e-09	0	1.00000199986563	1	5	0	1
YBR263W	P37292	SHM1	53.68589	deletion	0	0	0	2.8137875206075e-09	0	1.00000252175214	1	5	0	1
YCL040W	P17709	GLK1	55.37689	deletion	0	0	0	2.16698839922237e-09	0	1.00000221629981	1	6	0	1
YDR234W	P49367	LYS4	75.14989	deletion	0	0	0	1.31252821864666e-09	0	1.00000199975266	1	6	0	1
YDR300C	P32264	PRO1	47.16164	deletion	0	0	0	5.52526958535102e-10	0	1.00000125460778	1	4	0	1
YDR353W	P29509	TRR1	34.23767	deletion	0	0	0	1.10447917665729e-09	0	1.00000138328162	1	6	0	1
YER023W	P32263	PRO3	30.13145	deletion	0	0	0	9.16765382014951e-12	0	1.00000100280084	1	6	0	1
YER091C	P05694	MET6	85.85892	deletion	0	0	0	1.11892007691725e-09	0	1.00000197358205	1	7	0	1
YER152C	P10356	YER152C	49.48976	deletion	0	0	0	1.99375641109081e-09	0	1.00000199996296	1	6	0	1
YGL009C	P07264	LEU1	85.79356	deletion	0	0	0	1.1389981400865e-09	0	1.00000199037443	1	4	0	1
YJL088W	P05150	ARG3	37.84479	deletion	0	0	0	1.68443552101809e-11	0	1.00000100621302	1	5	0	1
YJR139C	P31116	HOM6	38.50163	deletion	0	0	0	4.39038327970691e-10	0	1.00000117121916	1	7	0	1
YLR043C	P22217	TRX1	11.23485	deletion	0	0	0	1.06840430522063e-09	0	1.00000111216822	1	23	0	1
YLR174W	P41939	IDP2	46.56172	deletion	0	0	0	2.11892932375277e-09	0	1.00000199975322	1	5	0	1
YLR304C	P19414	ACO1	85.36736	deletion	0	0	0	1.1446846320651e-09	0	1.00000199037443	1	8	0	1
YLR355C	P06168	ILV5	44.36792	deletion	0	0	0	1.9476440497213e-09	0	1.00000187585918	1	7	0	1
YMR062C	Q04728	ARG7	47.84821	deletion	0	0	0	2.06215920310922e-09	0	1.00000199998694	1	9	0	1
YMR246W	P47912	FAA4	77.26612	deletion	0	0	0	1.35765270438158e-09	0	1.00000206291855	1	48	0	1
YNL104C	P06208	LEU4	68.40819	deletion	0	0	0	7.3791251523147e-10	0	1.00000151150918	1	13	0	1
YNR001C	P00890	CIT1	53.35945	deletion	0	0	0	1.51161266730061e-10	0	1.00000108175462	1	7	0	1
YOL064C	P32179	MET22	39.14886	deletion	0	0	0	3.40088170756629e-10	0	1.00000113494879	1	4	0	1
YOR184W	P33330	SER1	43.41501	deletion	0	0	0	2.12430654279174e-09	0	1.00000193457376	1	4	0	1
YOR317W	P30624	FAA1	77.86529	deletion	0	0	0	1.34654702966769e-09	0	1.0000020625891	1	52	0	1
YOR388C	Q08911	FDH1	41.7138	deletion	0	0	0	1.74143691280673e-09	0	1.00000173628037	1	4	0	1
YPR001W	P43635	CIT3	53.81073	deletion	0	0	0	1.51071600316196e-10	0	1.00000108226105	1	9	0	1
YPR167C	P18408	MET16	30.3799	deletion	0	0	0	1.07894989731657e-09	0	1.00000133198477	1	7	0	1
YLR446W	Q06204	YLR446W	48.96875	deletion	0	0	0	1.99867026078407e-09	0	1.00000199202994	1	20	0	1
YJL200C	P39533	ACO2	86.58224	deletion	0	0	0	1.13940079444863e-09	0	1.00000199990998	1	7	0	1
YHR163W	P38858	SOL3	27.78417	OE	1000	2	0	1.3490197620427e-07	1.21679231192407e-07	1.00006597190847	0	5	2	2
YHR183W	P38720	GND1	53.54274	OE	1000	2	0	3.70609643228196e-08	3.34283438511821e-08	1.00001007047651	0	6	3	2
YOL086C	P00330	ADH1	36.84874	OE	1000	2	4.94398205089993e-07	5.0283077264341e-07	5.01575493104794e-07	1.00009483256673	0	21	1	2
YAL038W	P00549	CDC19	54.54404	OE	3.49341955570632	2	2.1158677297049e-06	2.26769739461576e-06	2.26746722492227e-06	1.00062777691809	0	6	4	2
YGR254W	P00924	ENO1	46.81564	OE	3.49341955570632	2	2.08848921183577e-06	2.28928896922758e-06	2.28718153171698e-06	1.00054364549139	0	5	5	2
YJL052W	P00360	TDH1	35.74956	OE	1.25162166285327	2	1.81359766815256e-05	1.81424599715047e-05	1.81396999236687e-05	1.00328744521377	0	8	6	2
YLL052C		AQY2	NaN	deletion	0.0981860061909149	0	NaN	NaN	NaN	1.0000009997877	0	2	8	2
YOR222W		ODC2	NaN	deletion	0.0715077174387517	0	NaN	NaN	NaN	1.0000009997877	0	6	9	2
YMR189W	P49095	GCV2	114.45033	deletion	0.0549000064332763	0	0	1.14436436839859e-10	0	1.00000113125307	0	18	10	2
YER053C		PIC2	NaN	deletion	0.0211955430174115	0	NaN	NaN	NaN	1.0000009997877	0	4	12	2
YGL080W		MPC1	NaN	deletion	0.00919795716673432	0	NaN	NaN	NaN	1.00000099056423	0	4	13	2
YGR243W		MPC3	NaN	deletion	0.00919795716673432	0	NaN	NaN	NaN	1.0000009997877	0	4	13	2
YHR162W		MPC2	NaN	deletion	0.00919795716673432	0	NaN	NaN	NaN	1.0000009997877	0	4	13	2
YAL062W	P39708	GDH3	49.62653	deletion	0	0	0	1.65092387652724e-09	0	1.00000183034052	0	8	14	2
YBR218C	P32327	PYC2	130.16549	deletion	0	0	0	2.54235506213466e-10	0	1.00000133509322	0	8	16	2
YDR384C		ATO3	NaN	deletion	0	0	NaN	NaN	NaN	1.0000009997877	0	2	17	2
YER070W	P21524	RNR1	99.56021	deletion	0	0	0	9.95845064955914e-10	0	1.00000200492383	0	24	18	2
YFR053C	P04806	HXK1	53.73784	deletion	0	0	0	2.24870108740908e-09	0	1.00000222447991	0	12	20	2
YGL062W	P11154	PYC1	130.09827	deletion	0	0	0	2.54279828981613e-10	0	1.00000133505566	0	8	16	2
YGL184C	P53101	STR3	51.82796	deletion	0	0	0	1.63540064035275e-09	0	1.00000185877397	0	6	22	2
YGL253W	P04807	HXK2	53.9419	deletion	0	0	0	1.98700660675321e-09	0	1.00000208605188	0	12	20	2
YGR121C		MEP1	NaN	deletion	0	0	NaN	NaN	NaN	1.0000009997877	0	2	17	2
YGR180C	P49723	RNR4	40.05407	deletion	0	0	0	2.55463026519865e-09	0	1.00000203712298	0	24	18	2
YIL066C	P21672	RNR3	97.51369	deletion	0	0	0	1.01705568091197e-09	0	1.00000200523103	0	24	18	2
YJL026W	P09938	RNR2	46.14681	deletion	0	0	0	2.18591039695114e-09	0	1.00000201294794	0	24	18	2
YLR155C	P0CZ17	ASP3-1	38.6862	deletion	0	0	0	2.12576505426958e-09	0	1.00000183340496	0	5	23	2
YLR157C	P0CX77	ASP3-2	38.6862	deletion	0	0	0	2.12576505426958e-09	0	1.00000183340496	0	5	23	2
YLR158C	P0CX78	ASP3-3	38.6862	deletion	0	0	0	2.12576505426958e-09	0	1.00000183340496	0	5	23	2
YLR160C	P0CX79	ASP3-4	38.6862	deletion	0	0	0	2.12576505426958e-09	0	1.00000183340496	0	5	23	2
YNL142W		MEP2	NaN	deletion	0	0	NaN	NaN	NaN	1.0000009997877	0	2	17	2
YOR375C	P07262	GDH1	49.56931	deletion	0	0	0	1.65252036592712e-09	0	1.00000183001315	0	8	14	2
YPR138C		MEP3	NaN	deletion	0	0	NaN	NaN	NaN	1.0000009997877	0	2	17	2
YFR055W	P43623	IRC7	36.97108	deletion	0	0	0	2.16966670902157e-09	0	1.00000181271155	0	6	22	2
YMR145C	P40215	NDE1	62.77345	deletion	0.0445152540387408	0	0	8.84930948672895e-08	0	1.00005730416533	0	6	11	3
