genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10045100811957e-07	2.10441908464985e-07	2.10188074822914e-07	1	4	0	1	1.00015406319783	1.00015418396457
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72430949820632e-08	2.72795195768379e-08	2.72466152002226e-08	1	6	0	1	1.00002106297754	1.00002107948868
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	1.39881255843839e-10	4.34084763163265e-09	1.5728024228112e-10	1	16	0	1	1.00000005399596	1.00000005404628
crtE	Q1L6K3	crtE	42.153		2	1000	essential	2	2.16163089677913e-08	2.3258261174996e-08	2.32582800840093e-08	1	4	0	1	1.00000541355406	1.00000541780824
crtYB	Q7Z859	crtYB	74.736		2	1000	tightly_const	2	1.39074672179632e-06	1.39074590678424e-06	1.39074672179632e-06	1	5	0	1	1.00057425138844	1.00057470185801
crtI	Q7Z858	crtI	65.066		2	1000	tightly_const	2	0.000651231842352261	0.000651233224431051	0.000651231842352261	1	5	0	1	1.30543593969685	1.30574861496246
bkt	Q39982	bkt	35.989		2	1000	tightly_const	2	0.000703330389740442	0.000703330389741848	0.000703330389740442	1	5	0	1	1.16247546747923	1.16262356262877
crtZ	A0A0K0P8J8	crtZ	32.017		2	1000	tightly_const	2	0.000703330389740442	0.000703330389741848	0.000703330389740442	1	8	0	1	1.14199724248687	1.14212438978457
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22748430454091	essential	2	2.82771852262059e-08	3.17932154675465e-08	2.82785731065175e-08	1	2	0	1	1.00002608766	1.00002613369708
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040243	subOpt_isoenz	0	0	3.67608191342371e-08	0	0	12	6	2	1.00000019595372	0.999999999194757
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.21118188520706	subOpt_isoenz	0	0	8.29462269798727e-08	0	0	6	7	2	1.00000003306262	0.999999999864135
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.125434629521075	subOpt_isoenz	0	0	1.34297643521373e-06	0	0	8	13	2	1.00000003305844	0.999999999864149
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.26141616860218e-09	0	1	52	0	2	1.00000003305354	0.999999999864173
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15676726823578e-09	1.5946138866168e-12	1	11	0	3	1.00000000193814	1.00000000194314
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.22854636605787	opt_isoenz	2	0	3.91493729423558e-09	1.34738839227406e-09	1	7	0	3	0.999999999999379	1
YLL052C		AQY2	NaN		0	0.285446395574619		0	NaN	NaN	NaN	0	2	3	3	1	1
YPR192W		AQY1	NaN		0	0.285446395574619		0	NaN	NaN	NaN	0	2	3	3	1	1
YOR222W		ODC2	NaN		0	0.26526130671434		0	NaN	NaN	NaN	0	6	5	3	1	1
YPL134C		ODC1	NaN		0	0.26526130671434		0	NaN	NaN	NaN	0	6	5	3	1	1
YER053C		PIC2	NaN		0	0.150846776783251		0	NaN	NaN	NaN	0	4	12	3	1	1
YJR077C		MIR1	NaN		0	0.150846776783251		0	NaN	NaN	NaN	0	4	12	3	1	1
