genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YBR208C	P32528	DUR1,2	201.82994	2	1000	tightly_const	2	1.37876906045344e-07	1.37982818635497e-07	1.37951931713938e-07	1	10	0	1	0.999999999999957	0.999999999999919
YDR035W	P14843	ARO3	41.06952	2	1000	tightly_const	2	9.64367588431356e-07	9.64476866423181e-07	9.64475486702307e-07	1	12	0	1	1.00073659126376	1.0014208296057
YDR127W	P08566	ARO1	174.75305	2	1000	tightly_const	2	6.46925037240738e-06	6.46925963059606e-06	6.46925037240738e-06	1	14	0	1	1.02145686569936	1.04220035063887
YEL046C	P37303	GLY1	42.81463	2	1000	tightly_const	2	6.37770513959088e-08	6.38445995961403e-08	6.37879089187022e-08	1	4	0	1	1.00001068120298	1.00002058937032
YEL047C	P32614	FRD1	50.84351	1	1000	essential	2	4.10877261212916e-07	0.00145258157204097	4.10990058328434e-07	1	10	0	1	0.999999999999967	0.99999999999994
YGL148W	P28777	ARO2	40.83793	2	1000	tightly_const	2	0.000135248194131306	0.000135248387685926	0.000135248194131306	1	3	0	1	1.11433038552584	1.24652946772961
YHR037W	P07275	PUT2	64.43444	1	1000	essential	2	4.21833988178583e-06	0.00115008935572972	4.21949793217192e-06	1	9	0	1	1	0.999999999999999
YLR142W	P09368	PUT1	53.27087	2	1000	tightly_const	2	1.88880988825224e-07	1.89048413106576e-07	1.88932841854569e-07	1	4	0	1	1.00000000000001	1.00000000000001
YLR438W	P07991	CAR2	46.08557	2	1000	tightly_const	2	3.27917453755999e-08	3.28493521850618e-08	3.28095819215644e-08	1	4	0	1	0.999999999999955	0.999999999999923
YNL316C	P32452	PHA2	38.22484	2	1000	tightly_const	2	6.09035175708748e-08	6.09035851912396e-08	6.09035175708748e-08	1	5	0	1	1.0000432616954	1.00008339491247
YPL111W	P00812	CAR1	35.66162	2	1000	tightly_const	2	1.18232937977989e-05	1.18323771199241e-05	1.18297274388445e-05	1	4	0	1	0.999999999999975	0.999999999999944
YPR060C	P32178	ARO7	29.7468	2	1000	tightly_const	2	3.25944399022277e-07	3.25944760770685e-07	3.25944399022277e-07	1	2	0	1	1.00018020174247	1.00034741629207
hmaS	Q5J1Q8	hmaS	36.597	2	1000	tightly_const	2	0.000137788309992456	0.000137788361875643	0.000137788309992456	1	7	0	1	1.09984122371429	1.21209779666338
YOR095C	Q12189	RKI1	28.25777	1	10.9998383275985	essential	2	4.30126424991434e-06	0.0026171532072121	4.3015893733364e-06	1	2	0	1	1.00361713248119	1.0069958846208
YOR303W	P07258	CPA1	45.36103	2	8.53083092662735	tightly_const	2	1.68125884066483e-08	1.68208712320648e-08	1.68125862094973e-08	0	9	2	1	1.00000039149329	1.0000007546456
YJR109C	P03965	CPA2	123.91392	2	8.53083092662535	tightly_const	2	1.68125884066483e-08	1.68208712320648e-08	1.68125862094973e-08	0	9	2	1	1.00000106945322	1.00000206148803
YJL121C	P46969	RPE1	25.96689	1	8.12766765832109	essential	2	3.49869329253879e-07	0.00284371741882167	3.49959303641003e-07	1	2	0	1	1.00004752072918	1.00009160534901
YKL029C	P36013	MAE1	74.37529	2	3.47726840915939	essential	2	5.23833774354152e-08	1.46111807936723e-07	1.46013572254138e-07	1	7	0	1	1.00004572710304	1.00008814764284
YER023W	P32263	PRO3	30.13145	2	2.97058568953094	tightly_const	2	4.5998243622658e-09	4.60790509120083e-09	4.60232636323729e-09	1	6	0	1	1.00000039851627	1.00000076818321
YBR196C	P12709	PGI1	61.29832	1	1.10369301771523	essential	2	3.76946713737335e-07	0.00120487103308549	3.76969064814246e-07	1	2	0	1	1.00096839482221	1.00186836339506
YDR050C	P00942	TPI1	26.79508	1	1.04624068294088	essential	2	2.42410986083402e-08	0.002755507090588	2.42416880512712e-08	1	2	0	1	1.00003379803058	1.00006515137768
YMR205C	P16862	PFK2	104.61673	2	1.03842220341156	essential	2	3.2825102301501e-07	5.90330413781182e-07	5.90313989148248e-07	1	9	0	1	1.00150862279197	1.0061946608547
