genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YJR137C	P47169	MET5	161.21721	sce00920  Sulfur metabolism	OE	32.2512969033572	7708	0	6	1	essential_tightly_const	2	2.63206214844255e-07	2.6320827157953e-07	2.63206214844255e-07	1.36140781012904e-08	1.36180635530744e-08	1.36140781012904e-08	up_distinct	1
YOL064C	P32179	MET22	39.14886	sce00920  Sulfur metabolism sce01130  Biosynthesis of antibiotics	OE	32.2512969033568	7387	1	4	0	essential_tightly_const	2	3.7327255321538e-06	3.73281034906831e-06	3.73273220172329e-06	1.93058922940325e-07	1.93223268710963e-07	1.93071838199309e-07	up_distinct	1
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	OE	32.2512969033568	7268	1	7	0	essential_tightly_const	2	1.17314588441932e-05	1.1731678174636e-05	1.17314588441932e-05	6.06797970334502e-07	6.07222979320068e-07	6.06797970334502e-07	up_distinct	1
YCL050C	P16550	APA1	36.49211	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	32.2512969033568	7254	1	9	0	essential_tightly_const	2	4.2766477282679e-07	4.27717536109562e-07	4.27709544810628e-07	2.20361497277587e-08	2.21383433665657e-08	2.21228482434003e-08	up_distinct	1
YFR030W	P39692	MET10	114.82714	sce00920  Sulfur metabolism	OE	32.2512969033568	7603	0	6	1	essential_tightly_const	2	2.63206214844255e-07	2.6320827157953e-07	2.63206214844255e-07	1.36140781012904e-08	1.36180635530744e-08	1.36140781012904e-08	up_distinct	1
YKL001C	Q02196	MET14	23.06018	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	32.2512969033568	7840	1	5	0	essential_tightly_const	2	9.33183789512538e-06	9.33201236245909e-06	9.33183789512538e-06	4.82679977780895e-07	4.83018052955111e-07	4.82679977780895e-07	up_distinct	1
YDR353W	P29509	TRR1	34.23767	sce00450  Selenocompound metabolism	OE	27.6611458130996	7369	1	6	0	essential_tightly_const	2	1.23727800402189e-06	1.23730281926981e-06	1.23727800402189e-06	7.24493688187112e-08	7.24974530220581e-08	7.24493688187111e-08	up_distinct	1
YGL234W	P07244	ADE5,7	86.06721	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.0951747667685	7144	1	9	0	essential_tightly_const	2	1.1813890083993e-05	1.18139325564794e-05	1.18138900839927e-05	7.75363887758308e-07	7.75446186177975e-07	7.75363887758448e-07	up_distinct	1
YAR015W	P27616	ADE1	34.60299	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.0951747667685	7349	1	7	0	essential_tightly_const	2	5.34081908260077e-07	5.34083829586303e-07	5.34081908260065e-07	3.50526221105609e-08	3.50563451726255e-08	3.50526221105672e-08	up_distinct	1
YDR408C	P04161	ADE8	23.53994	sce00230  Purine metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.0951747667685	7109	1	5	0	essential_tightly_const	2	5.51314870586337e-06	5.51316852635706e-06	5.51314870586328e-06	3.61836480953877e-07	3.61874886883141e-07	3.61836480953943e-07	up_distinct	1
YMR300C	P04046	ADE4	56.71874	sce00230  Purine metabolism sce00250  Alanine, aspartate and glutamate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.0951747667685	7107	1	6	0	essential_tightly_const	2	7.43503261266665e-07	7.43505935973109e-07	7.43503261266652e-07	4.87972695799669e-08	4.88024525092952e-08	4.87972695799757e-08	up_distinct	1
