genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YCL025C		AGP1	NaN	1	1000		2	NaN	NaN	NaN
YDR508C		GNP1	NaN	1	1000		2	NaN	NaN	NaN
YFL055W		AGP3	NaN	1	1000		2	NaN	NaN	NaN
YKR039W		GAP1	NaN	1	1000		2	NaN	NaN	NaN
YPL265W		DIP5	NaN	1	1000		2	NaN	NaN	NaN
YDR105C		TMS1	NaN	1	1000		2	NaN	NaN	NaN
YBR117C	P33315	TKL2	75.02862	1	44.4060101700118	subOpt_isoenz	2	0	0.00109519878222103	0
YPR074C	P23254	TKL1	73.80488	1	37.5264802450056	opt_isoenz	2	0	0.00111335739702581	1.87216826784373e-06
YJL121C	P46969	RPE1	25.96689	1	10.0083605449805	essential	2	1.13803967040278e-06	0.00316027771351125	1.13814712634518e-06
YHR183W	P38720	GND1	53.54274	2	5.48454516522288	opt_isoenz_tight	2	0	5.48140028862238e-06	5.48131248154976e-06
YGR248W	P53315	SOL4	28.44737	1	5.48454516522288	subOpt_isoenz	2	0	1.99523068192309e-05	0
YGR256W	P53319	GND2	53.92235	1	5.48454516522288	subOpt_isoenz	2	0	5.48140028861787e-06	0
YHR163W	P38858	SOL3	27.78417	2	5.48454516522288	opt_isoenz_tight	2	0	1.99523068192226e-05	1.99519872013262e-05
YNL241C	P11412	ZWF1	57.5209	2	5.48454516522288	tightly_const	2	3.15267631017109e-07	3.15301583106291e-07	3.152965322602e-07
YOR095C	Q12189	RKI1	28.25777	1	2.98940061041754	essential	2	7.32401859382373e-06	0.00291034810878548	7.32465381581227e-06
YDR384C		ATO3	NaN	1	2.72472955261008		2	NaN	NaN	NaN
YGR121C		MEP1	NaN	1	2.72472955261008		2	NaN	NaN	NaN
YNL142W		MEP2	NaN	1	2.72472955261008		2	NaN	NaN	NaN
YPR138C		MEP3	NaN	1	2.72472955261008		2	NaN	NaN	NaN
YER081W	P40054	SER3	51.1927	1	2.06293280058989	subOpt_isoenz	2	0	1.02462016621788e-06	0
YIL074C	P40510	SER33	51.18777	2	2.06293280058989	opt_isoenz_tight	2	0	1.024620166218e-06	1.02459653665435e-06
YOR184W	P33330	SER1	43.41501	2	2.06293280058989	tightly_const	2	0.000127971324620842	0.00012797427675565	0.000127971324620846
YGR208W	P42941	SER2	34.20684	2	2.06293280058989	tightly_const	2	3.96330600499075e-07	3.96339743339213e-07	3.96330600499111e-07
YCR012W	P00560	PGK1	44.73787	1	1.12923878653856	essential	2	7.9328638136929e-07	0.0018344300057145	7.932863813693e-07
YGR192C	P00359	TDH3	35.74626	1	1.12923878653856	subOpt_isoenz	2	0	0.0023095511685171	0
YJL052W	P00360	TDH1	35.74956	1	1.12923878653856	opt_isoenz	2	0	0.00230933797573026	1.46812683510916e-05
YJR009C	P00358	TDH2	35.84645	1	1.12923878653856	subOpt_isoenz	2	0	0.00230310186454985	0
YDR516C	Q04409	EMI2	55.92028	2	1.00066848114572	essential	2	2.22092687052595e-08	1.86179440385226e-07	1.86178000000186e-07
YOL140W	P18544	ARG8	46.68082	0	0.293884178203098	tightly_const	0	3.07119667813825e-06	3.08608854474001e-06	3.07383726582532e-06
YER069W	Q01217	ARG5,6	94.86823	0	0.293884178203098	tightly_const	0	1.23645780856508e-06	1.24245324506651e-06	1.23752090401424e-06
YMR062C	Q04728	ARG7	47.84821	0	0.293884178203098	essential	0	2.71333511265462e-07	0.00171471560453668	2.71566801402178e-07
YOR130C		ORT1	NaN	0	0.293884178203098		0	NaN	NaN	NaN
YLR438W	P07991	CAR2	46.08557	0	0.293771169184251	tightly_const	0	2.4641246179286e-08	2.48783433721229e-08	2.46832895072221e-08
YBL039C	P28274	URA7	64.70953	0	0.287686697795216	subOpt_isoenz	0	0	4.15289004657359e-08	0
YJR103W	P38627	URA8	64.50989	0	0.287686697795216	opt_isoenz_tight	0	0	4.15289004656585e-08	4.1426564308282e-08
YER070W	P21524	RNR1	99.56021	0	0.276716914327592	subOpt_isoenz	0	0	4.87266676416559e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.276716914327592	subOpt_isoenz	0	0	4.87266676415001e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.276716914327592	subOpt_isoenz	0	0	4.87266676417121e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.274024228506056	opt_isoenz	0	0	4.87266676416288e-07	3.49441155285163e-07
YBR029C	P38221	CDS1	51.82218	0	0.271591500952372	essential	0	7.35531973809016e-08	0.00158304493374615	7.3554180645688e-08
YOR175C	Q08548	ALE1	72.22714	0	0.255237171180052	essential	0	1.5572578827622e-08	2.21992190170282e-08	2.2172052349836e-08
YGL080W		MPC1	NaN	0	0.23002234344097		0	NaN	NaN	NaN
YGR243W		MPC3	NaN	0	0.23002234344097		0	NaN	NaN	NaN
YHR162W		MPC2	NaN	0	0.23002234344097		0	NaN	NaN	NaN
YDL052C	P33333	SLC1	33.88654	0	0.220979527502916	subOpt_isoenz	0	0	2.97211162863599e-06	0
YCR048W	P25628	ARE1	71.61215	0	0.220003558211603	opt_isoenz	0	0	0.00114551790888221	1.9670167838932e-11
YDR503C	Q04396	LPP1	31.58604	0	0.207961799810757	opt_isoenz	0	0	9.7978971134026e-10	9.53795898879539e-10
YNR019W	P53629	ARE2	74.022	0	0.207585615328778	subOpt_isoenz	0	0	0.00110822540372786	0
