genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YJL153C	P11986	INO1	59.64136	2	1.03021813290824	tightly_const	2	6.31707536946781e-07	6.3217906641573e-07	6.31707536946779e-07	1	2	0	1
YER043C	P39954	SAH1	49.12498	2	1.02020542383088	tightly_const	2	4.00916835601183e-06	4.01181761693901e-06	4.00916835601182e-06	1	4	0	1
YJR105W	P47143	ADO1	36.37191	2	1.02020542383088	tightly_const	2	1.24056009679846e-07	1.24424103156821e-07	1.2420523676531e-07	1	5	0	1
YLR180W	P10659	SAM1	41.81793	2	1.02020542383088	essential	2	5.17654575368187e-06	5.43626348330427e-06	5.43267356928266e-06	0	7	3	1
YJL121C	P46969	RPE1	25.96689	1	1.01623389555161	essential	2	8.06843517581072e-08	0.00275509008531642	8.09302157982528e-08	1	2	0	1
YER091C	P05694	MET6	85.85892	2	1.01336960052527	tightly_const	2	1.3421912881871e-06	1.34232371581231e-06	1.34219128818709e-06	1	7	0	1
YGR060W	P53045	ERG25	36.47869	2	1.01187455683354	tightly_const	2	3.57756974330385e-09	3.57770227328216e-09	3.57756974330384e-09	1	11	0	1
YHR190W	P29704	ERG9	51.71933	2	1.01187446310603	tightly_const	2	5.00768147436809e-07	5.00788547323327e-07	5.00768147436811e-07	1	6	0	1
YGL001C	P53199	ERG26	38.70597	2	1.01187446310603	tightly_const	2	1.38635586858257e-10	1.38640722571159e-10	1.38635586858256e-10	1	10	0	1
YGR175C	P32476	ERG1	55.12537	2	1.01187446310603	tightly_const	2	1.08719486536212e-05	1.08723915462314e-05	1.08719486536211e-05	1	9	0	1
YHR007C	P10614	ERG11	60.71959	2	1.01187446310603	tightly_const	2	2.43019941240774e-07	2.43029514143841e-07	2.43019941240773e-07	0	8	5	1
YHR042W	P16603	NCP1	76.77089	2	1.01187446310603	tightly_const	2	2.43019941240774e-07	2.43029514143841e-07	2.43019941240773e-07	0	8	5	1
YLR100W	Q12452	ERG27	39.72421	2	1.01187446310603	tightly_const	2	2.26375163559681e-06	2.26383549558345e-06	2.2637516355968e-06	1	7	0	1
YNL280C	P32462	ERG24	50.61486	2	1.01187446310603	tightly_const	2	1.27608871547605e-05	1.27613898243575e-05	1.27608871547604e-05	1	5	0	1
YGL012W	P25340	ERG4	56.03889	2	1.01187446310603	tightly_const	2	1.19633465804168e-06	1.19637664318913e-06	1.19633465804167e-06	1	5	0	1
YHR072W	P38604	ERG7	83.45941	2	1.01187446310603	tightly_const	2	2.02698809854079e-07	2.02707067233741e-07	2.02698809854078e-07	1	2	0	1
YJL167W	P08524	ERG20	40.48289	2	1.0118742799747	tightly_const	2	3.00465284186449e-06	3.00477524118577e-06	3.0046528418645e-06	1	5	0	1
YML126C	P54839	ERG13	55.01283	2	1.0118742799747	tightly_const	2	1.19462212758239e-05	1.194677265367e-05	1.19462212758239e-05	1	12	0	1
YMR208W	P07277	ERG12	48.45901	2	1.0118742799747	tightly_const	2	2.26377880492575e-07	2.2638710235598e-07	2.26377880492576e-07	1	11	0	1
YMR220W	P24521	ERG8	50.45437	2	1.0118742799747	tightly_const	2	1.45814097964563e-06	1.4582003793407e-06	1.45814097964562e-06	1	4	0	1
YNR043W	P32377	MVD1	44.11544	2	1.0118742799747	tightly_const	2	1.01177110988006e-06	1.01181232598732e-06	1.01177110988007e-06	1	6	0	1
YPL028W	P41338	ERG10	41.72825	1	1.0118742799747	essential	2	5.50801927434452e-09	0.00171441080829937	5.50853615930349e-09	1	6	0	1
YPL117C	P15496	IDI1	33.35113	1	1.0118742799747	essential	2	5.52696088923372e-11	0.00214502817454009	5.52696088923371e-11	1	2	0	1
YNL241C	P11412	ZWF1	57.5209	2	1.00844557461134	tightly_const	2	4.03726125036166e-08	4.04387603561913e-08	4.04387603562123e-08	1	5	0	1
YOR095C	Q12189	RKI1	28.25777	1	1.00414996248424	essential	2	1.70231852378239e-06	0.00253336042000114	1.70377194032639e-06	1	2	0	1
YBR221C	P32473	PDB1	40.0532	2	1.00239161496549	tightly_const	2	9.04255463108823e-07	9.04451985843686e-07	9.04332219422189e-07	0	6	9	1
YER178W	P16387	PDA1	46.34261	2	1.00239161496549	tightly_const	2	9.04255463108823e-07	9.04451985843686e-07	9.04332219422189e-07	0	6	9	1
YGR193C	P16451	PDX1	45.36125	2	1.00239161496549	tightly_const	2	9.04255463108823e-07	9.04451985843686e-07	9.04332219422189e-07	0	6	9	1
YNL071W	P12695	LAT1	51.81762	2	1.00239161496549	tightly_const	2	9.04255463108823e-07	9.04451985843686e-07	9.04332219422189e-07	0	6	9	1
YMR267W	P28239	PPA2	35.57213	2	1.00018375114219	tightly_const	2	8.74977515864693e-07	8.75074484418383e-07	8.7504191360182e-07	1	4	0	1
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz_tight	2	0	3.63511358554111e-09	3.63511356013836e-09	1	4	0	2
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz_tight	2	0	4.71218646134237e-10	4.71218647707047e-10	1	6	0	2
YGL125W	P53128	MET13	68.55958	2	1.01336960052527	opt_isoenz_tight	2	0	2.93633048564505e-08	2.93604080047086e-08	0	6	4	2
YML075C	P12683	HMG1	115.62448	2	1.0118742799747	opt_isoenz_tight	2	0	1.07198503252564e-07	1.07193555734027e-07	0	7	6	2
YHR163W	P38858	SOL3	27.78417	2	1.00844557461134	opt_isoenz_tight	2	0	2.55896765905172e-06	2.55896765905057e-06	0	5	7	2
YHR183W	P38720	GND1	53.54274	2	1.00844557461134	opt_isoenz_tight	2	0	7.03012748956796e-07	7.03012748950826e-07	0	6	8	2
YAL038W	P00549	CDC19	54.54404	2	1.00039991019362	opt_isoenz_tight	2	0	8.80366450047705e-07	8.80330365181547e-07	0	6	13	2
YPR074C	P23254	TKL1	73.80488	1	1.0636222380859	opt_isoenz	2	0	0.000969432550318715	1.33124249422637e-07	0	10	1	3
YDR287W	Q05533	INM2	32.09215	2	1.03021813290824	opt_isoenz	2	0	4.01793780638117e-07	3.94817381152758e-07	0	5	2	3
YDL022W	Q00055	GPD1	42.8683	1	1.00349675258714	opt_isoenz	2	0	0.000101871353818064	1.36607969926091e-08	1	6	0	3
YFR053C	P04806	HXK1	53.73784	1	1.00141537730171	opt_isoenz	2	0	7.65421419708251e-07	6.75894233258444e-10	0	12	12	3
YGR254W	P00924	ENO1	46.81564	1	1.00033534565323	opt_isoenz	2	0	0.00152906003377693	9.57359182050512e-07	0	5	14	3
YOR283W	Q12040	YOR283W	26.17622	1	1.00033534565323	opt_isoenz	2	0	0.00273324495408345	2.64336974622505e-07	1	4	0	3
YML120C	P32340	NDI1	57.24915	1	1.00011113375299	opt_isoenz	2	0	7.5030837206758e-05	5.66184479358652e-07	1	5	0	3
