genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10049495356648e-07	2.10433209261104e-07	2.10188074822914e-07	1	4	0	1	1.00386731166253	1.0038673901183
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72286638592078e-08	2.72783997674992e-08	2.72466152002226e-08	1	6	0	1	1.00052872526719	1.00052873595772
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.67698267123438e-11	4.25433831064484e-09	1.5728024228112e-10	1	16	0	1	1.00000135561254	1.00000135563993
Gmd	O85339	Gmd	41.674		2	1000	tightly_const	2	7.6844218826957e-08	7.68442188271107e-08	7.6844218826957e-08	1	3	0	1	1.00001769860111	1.00001769895878
WcaG	P32055	WcaG	36.141		2	1000	tightly_const	2	2.56147396089857e-07	2.56147396090369e-07	2.56147396089857e-07	1	5	0	1	1.000051164319	1.00005116535302
WbgL	A6M9C2	WbgL	34.942		2	1000	tightly_const	2	9.70255288219154e-08	9.70255288221095e-08	9.70255288219154e-08	1	4	0	1	1.00001873685875	1.0000187372374
Lac12	P07921	Lac12	65.383		2	1000	tightly_const	2	0.00138319593888523	0.00138319593888799	0.00138319593888523	1	2	0	1	1.99923354413348	1.99927391599387
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.2022410608249	tightly_const	2	8.31040267793487e-07	8.38926258504126e-07	8.32964133136454e-07	1	17	0	1	1.08706726867435	1.16830818146849
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.44897209902931	essential	2	1.90033990622733e-06	2.0399414512248e-06	2.03948107001872e-06	1	6	0	1	1.03920973305612	1.10026137229845
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.29268344126769	essential	2	1.90864069774401e-06	2.09288288710888e-06	2.09098678970519e-06	1	5	0	1	1.02697012990042	1.08730244627752
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26285109849854	tightly_const	2	3.26797448972802e-06	3.27259931545842e-06	3.26799675643243e-06	1	6	0	1	1.04452273185843	1.10588661863814
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.22596656758092	tightly_const	2	6.87645057061356e-07	6.90905597912373e-07	6.90600302096351e-07	1	9	0	1	1.00408544269791	1.06307284061198
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22472201550147	essential	2	2.83689737683117e-08	3.17473164099791e-08	2.83747203218349e-08	1	2	0	1	1.00061993001951	1.00061994255529
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22357375822995	tightly_const	2	9.1325673762481e-07	9.15332965345535e-07	9.1334952762785e-07	1	4	0	1	0.983384416584739	1.03568242508068
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22357375822995	tightly_const	2	1.68998541565525e-05	1.69070931117973e-05	1.6903264480983e-05	1	8	0	1	1.43447001012162	1.54239494149828
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454306	subOpt_isoenz	0	0	1.4093140482647e-08	0	0	6	1	2	0.999999999999982	0.999999999999994
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547132	subOpt_isoenz	0	0	2.13895461984609e-09	0	0	7	2	2	1.00000226768062	0.999998610914385
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.282987457510794	subOpt_isoenz	0	0	5.14529029136466e-07	0	0	8	5	2	1.00000011393843	1.00000011394073
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040243	subOpt_isoenz	0	0	3.67357576149795e-08	0	0	12	7	2	0.999999999999996	0.999999999999993
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.211775758148652	subOpt_isoenz	0	0	8.1220799641447e-08	0	0	6	8	2	1.00000013413496	1.00000013413766
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.125434562191247	subOpt_isoenz	0	0	1.34297633405908e-06	0	0	8	14	2	1.0000022676809	0.999998610914395
