genes	enzymes	shortNames	MWs	pathways	actions	k_scores
YKL106W	Q01802	AAT1	51.79484	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00270  Cysteine and methionine metabolism sce00330  Arginine and proline metabolism sce00350  Tyrosine metabolism sce00360  Phenylalanine metabolism sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	1000
YLR209C	Q05788	PNP1	33.7546	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00760  Nicotinate and nicotinamide metabolism sce01110  Biosynthesis of secondary metabolites	OE	1000
YOR155C	Q99312	ISN1	51.32946	sce00230  Purine metabolism sce00760  Nicotinate and nicotinamide metabolism	OE	1000
YBR296C		PHO89	NaN		OE	93.3466795905798
YCR037C		PHO87	NaN		OE	93.3466795905798
YJL198W		PHO90	NaN		OE	93.3466795905798
YML123C		PHO84	NaN		OE	93.3466795905798
YNR013C		PHO91	NaN		OE	93.3466795905798
YAR015W	P27616	ADE1	34.60299	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	84.80611924178
YGR061C	P38972	ADE6	148.90358	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	84.80611924178
YMR300C	P04046	ADE4	56.71874	sce00230  Purine metabolism sce00250  Alanine, aspartate and glutamate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	84.80611924178
YOR128C	P21264	ADE2	62.33875	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites	OE	84.80611924178
YDR408C	P04161	ADE8	23.53994	sce00230  Purine metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	84.80611924178
YGL234W	P07244	ADE5,7	86.06721	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	84.80611924178
YMR120C	P38009	ADE17	65.26269	sce00230  Purine metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	45.6904728899899
YER099C	P38620	PRS2	34.76468	sce00030  Pentose phosphate pathway sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	25.5419897844809
YKL181W	P32895	PRS1	47.04715	sce00030  Pentose phosphate pathway sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	25.5419897844809
YPR035W	P32288	GLN1	41.7656	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce00910  Nitrogen metabolism sce01230  Biosynthesis of amino acids	OE	17.8529276729209
YKL085W	P17505	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.33891847546966
YDR384C		ATO3	NaN		OE	5.0641625648082
YGR121C		MEP1	NaN		OE	5.0641625648082
YNL142W		MEP2	NaN		OE	5.0641625648082
YPR138C		MEP3	NaN		OE	5.0641625648082
YLL052C		AQY2	NaN		OE	2.30582928686087
YPR192W		AQY1	NaN		OE	2.30582928686087
YGR208W	P42941	SER2	34.20684	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.28124555053338
YIL074C	P40510	SER33	51.18777	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.28124555053338
YOR184W	P33330	SER1	43.41501	sce00260  Glycine, serine and threonine metabolism sce00750  Vitamin B6 metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.28124555053338
YOR375C	P07262	GDH1	49.56931	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	OE	2.10204949260591
YLR058C	P37291	SHM2	52.21793	sce00260  Glycine, serine and threonine metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.89099074852552
YER053C		PIC2	NaN		OE	1.86270330293397
YJR077C		MIR1	NaN		OE	1.86270330293397
YML120C	P32340	NDI1	57.24915	sce00NNN  None	OE	1.60692716847835
Q0105	P00163	COB	43.65549	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YBL045C	P07256	COR1	50.22724	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YDR529C	P00128	QCR7	14.56466	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YEL024W	P08067	RIP1	23.36479	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YFR033C	P00127	QCR6	17.25682	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YGR183C	P22289	QCR9	7.47622	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YHR001W-A	P37299	QCR10	8.59285	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YJL166W	P08525	QCR8	10.97437	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YOR065W	P07143	CYT1	34.05423	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YPR191W	P07257	QCR2	40.47764	sce00190  Oxidative phosphorylation	OE	1.40940949388818
Q0045	P00401	COX1	58.79755	sce00190  Oxidative phosphorylation	OE	1.40940949388818
Q0250	P00410	COX2	28.5669	sce00190  Oxidative phosphorylation	OE	1.40940949388818
Q0275	P00420	COX3	30.35941	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YDL067C	P07255	COX9	6.96313	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YGL187C	P04037	COX4	17.1424	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YGL191W	P32799	COX13	15.02097	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YHR051W	P00427	COX6	17.34139	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YIL111W	P00425	COX5B	17.1965	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YLR038C	Q01519	COX12	9.78778	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YLR395C	P04039	COX8	8.90656	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YMR256C	P10174	COX7	6.9323	sce00190  Oxidative phosphorylation	OE	1.40940949388818
YBR263W	P37292	SHM1	53.68589	sce00260  Glycine, serine and threonine metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.38907707107697
YBL030C		PET9	NaN		OE	1.35777940733536
YBR085W		AAC3	NaN		OE	1.35777940733536
YMR056C		AAC1	NaN		OE	1.35777940733536
YLR295C	Q12349	ATP14	14.12765	sce00190  Oxidative phosphorylation	OE	1.35156105538079
Q0080	P00856	ATP8	5.82221	sce00190  Oxidative phosphorylation	OE	1.35156105538076
Q0085	P00854	ATP6	29.09876	sce00190  Oxidative phosphorylation	OE	1.35156105538076
Q0130	P61829	OLI1	7.75937	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YBL099W	P07251	ATP1	58.60746	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YBR039W	P38077	ATP3	34.35021	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YDL004W	Q12165	ATP16	17.02022	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YDR298C	P09457	ATP5	22.81414	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YDR322C-A	P81449	TIM11	10.87534	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YDR377W	Q06405	ATP17	11.312	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YJR121W	P00830	ATP2	54.7932	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YKL016C	P30902	ATP7	19.80938	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YML081C-A	P81450	ATP18	6.68769	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YPL078C	P05626	ATP4	26.92481	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YPL271W	P21306	ATP15	6.7425	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YPR020W	Q12233	ATP20	12.92094	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YOL077W-A	P81451	ATP19	7.53367	sce00190  Oxidative phosphorylation	OE	1.35156105538076
YDL085W	Q07500	NDE2	61.65854	sce00NNN  None	OE	1.35033510396772
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.26486427800636
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.23673226245535
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.23232008371532
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.23232008371532
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1.19125704453773
YDR516C	Q04409	EMI2	55.92028	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1.09028954306062
YER069W	Q01217	ARG5,6	94.86823	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.291305681308142
YMR062C	Q04728	ARG7	47.84821	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.291305681308142
YOL140W	P18544	ARG8	46.68082	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	KD	0.291305681308142
YOR130C		ORT1	NaN		KD	0.291305681308142
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KD	0.288676795209225
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.271447124575353
