genes	enzymes	shortNames	MWs	actions	k_scores
Q0045	P00401	COX1	58.79755	1	1000
Q0105	P00163	COB	43.65549	1	1000
Q0250	P00410	COX2	28.5669	1	1000
Q0275	P00420	COX3	30.35941	1	1000
YBL045C	P07256	COR1	50.22724	1	1000
YBR208C	P32528	DUR1,2	201.82994	1	1000
YDL067C	P07255	COX9	6.96313	1	1000
YDL215C	P33327	GDH2	124.33061	1	1000
YDR148C	P19262	KGD2	50.43011	1	1000
YDR529C	P00128	QCR7	14.56466	1	1000
YEL024W	P08067	RIP1	23.36479	1	1000
YEL039C	P00045	CYC7	12.53211	1	1000
YEL047C	P32614	FRD1	50.84351	1	1000
YER065C	P28240	ICL1	62.40816	1	1000
YFL030W	P43567	AGX1	41.90679	1	1000
YFR033C	P00127	QCR6	17.25682	1	1000
YGL187C	P04037	COX4	17.1424	1	1000
YGL191W	P32799	COX13	15.02097	1	1000
YGR183C	P22289	QCR9	7.47622	1	1000
YHR001W-A	P37299	QCR10	8.59285	1	1000
YHR037W	P07275	PUT2	64.43444	1	1000
YHR051W	P00427	COX6	17.34139	1	1000
YIL111W	P00425	COX5B	17.1965	1	1000
YIL125W	P20967	KGD1	114.41496	1	1000
YJL166W	P08525	QCR8	10.97437	1	1000
YJR048W	P00044	CYC1	12.18177	1	1000
YKL106W	Q01802	AAT1	51.79484	1	1000
YKL217W		JEN1	NaN	1	1000
YLR038C	Q01519	COX12	9.78778	1	1000
YLR142W	P09368	PUT1	53.27087	1	1000
YLR395C	P04039	COX8	8.90656	1	1000
YLR438W	P07991	CAR2	46.08557	1	1000
YML120C	P32340	NDI1	57.24915	1	1000
YMR256C	P10174	COX7	6.9323	1	1000
YOR065W	P07143	CYT1	34.05423	1	1000
YPL111W	P00812	CAR1	35.66162	1	1000
YPR191W	P07257	QCR2	40.47764	1	1000
YDR231C	Q04935	COX20	23.75778	1	1000
YGR062C	P53239	COX18	35.64994	1	1000
YHR116W	P38824	COX23	17.31758	1	1000
YJL003W	P47081	COX16	14.07686	1	1000
YLL018C-A	Q3E731	COX19	11.10542	1	1000
YPL132W	P19516	COX11	34.04384	1	1000
YER010C	P40011	YER010C	25.56305	1	1000
YOR303W	P07258	CPA1	45.36103	1	5.98241496141293
YJR109C	P03965	CPA2	123.91392	1	5.98241384170868
YJR051W	P21375	OSM1	55.06455	1	4.58405333271084
YBR296C		PHO89	NaN	1	4.57835594013882
YCR037C		PHO87	NaN	1	4.57835594013882
YJL198W		PHO90	NaN	1	4.57835594013882
YML123C		PHO84	NaN	1	4.57835594013882
YNR013C		PHO91	NaN	1	4.57835594013882
YJR095W		SFC1	NaN	1	3.05511499762735
YPR035W	P32288	GLN1	41.7656	1	2.32667555061159
YAL038W	P00549	CDC19	54.54404	1	1.73966033070786
YOR347C	P52489	PYK2	55.19478	1	1.73966033070786
YCR012W	P00560	PGK1	44.73787	1	1.69429239490915
YGR192C	P00359	TDH3	35.74626	1	1.69429239490915
YGR254W	P00924	ENO1	46.81564	1	1.69429239490915
YHR174W	P00925	ENO2	46.91368	1	1.69429239490915
YJL052W	P00360	TDH1	35.74956	1	1.69429239490915
YJR009C	P00358	TDH2	35.84645	1	1.69429239490915
YKL152C	P00950	GPM1	27.60828	1	1.69429239490915
YMR323W	P42222	ERR3	47.31216	1	1.69429239490915
YOR393W	P0CX10	ERR1	47.32712	1	1.69429239490915
YPL281C	P0CX11	ERR2	47.32712	1	1.69429239490915
YOR283W	Q12040	YOR283W	26.17622	1	1.69429239490915
YDR050C	P00942	TPI1	26.79508	1	1.67897029480553
YGR240C	P16861	PFK1	107.96906	1	1.64739557651237
YKL060C	P14540	FBA1	39.62024	1	1.64739557651237
YMR205C	P16862	PFK2	104.61673	1	1.64739557450112
YLR354C	P15019	TAL1	37.0359	1	1.62922840823504
YGR043C	P53228	NQM1	37.25314	1	1.62922840823504
YBR196C	P12709	PGI1	61.29832	1	1.33215465511642
YAL012W	P31373	CYS3	42.5416	1	1.06975144752504
YGL184C	P53101	STR3	51.82796	1	1.06975144752504
YFR055W	P43623	IRC7	36.97108	1	1.06975144752504
YDR287W	Q05533	INM2	32.09215	0	0.147964126505316
YHR046C	P38710	INM1	32.82276	0	0.147964126505316
YJL153C	P11986	INO1	59.64136	0	0.147964126505316
YMR267W	P28239	PPA2	35.57213	0	0.145191081559245
YBL011W	P32784	SCT1	85.69341	0	0.135882521471455
YJL121C	P46969	RPE1	25.96689	0	0.127594955963348
YOR095C	Q12189	RKI1	28.25777	0	0.127280520356246
Q0080	P00856	ATP8	5.82221	0	0.107080956421748
Q0085	P00854	ATP6	29.09876	0	0.107080956421748
Q0130	P61829	OLI1	7.75937	0	0.107080956421748
YBL099W	P07251	ATP1	58.60746	0	0.107080956421748
YBR039W	P38077	ATP3	34.35021	0	0.107080956421748
YDL004W	Q12165	ATP16	17.02022	0	0.107080956421748
YDR298C	P09457	ATP5	22.81414	0	0.107080956421748
YDR322C-A	P81449	TIM11	10.87534	0	0.107080956421748
YDR377W	Q06405	ATP17	11.312	0	0.107080956421748
YJR121W	P00830	ATP2	54.7932	0	0.107080956421748
YKL016C	P30902	ATP7	19.80938	0	0.107080956421748
