genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.41632387608483	essential	2	2.8133714239066e-07	0.0019291532426495	9.17203885607528e-07	1	4	0	1	1.00210690493979	1.0186567778291
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	1	1.37415676105173	essential	2	3.60513494358539e-07	1.64475409108211e-05	6.95312512265064e-07	1	9	0	1	1.00424872598438	1.03826516500437
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	1.18821080028899	essential	2	3.60932033243512e-07	0.00140768144974829	3.79301101779892e-07	1	2	0	1	1.001317077124	1.01159104072957
Q0105	P00163	COB	43.65549	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	0.999999999999997
YBL045C	P07256	COR1	50.22724	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	0.999999999999997
YDR529C	P00128	QCR7	14.56466	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	1
YEL024W	P08067	RIP1	23.36479	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	1
YFR033C	P00127	QCR6	17.25682	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	1
YGL187C	P04037	COX4	17.1424	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	9.72102893139957e-07	9.72100115634742e-07	0	7	3	2	1.00017026084394	1.00148512572892
YGL191W	P32799	COX13	15.02097	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	9.72102893139957e-07	9.72100115634742e-07	0	7	3	2	1.00014910846488	1.00130040854362
YGR183C	P22289	QCR9	7.47622	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	0.999999999999998	0.999999999999978
YHR001W-A	P37299	QCR10	8.59285	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	0.999999999999997
YHR051W	P00427	COX6	17.34139	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	9.72102893139957e-07	9.72100115634742e-07	0	7	3	2	1.00017224626182	1.00150246686687
YIL111W	P00425	COX5B	17.1965	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	9.72102893139957e-07	9.72100115634742e-07	0	7	3	2	1.0001708005779	1.00148983984809
YJL166W	P08525	QCR8	10.97437	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	3.06432839925064e-06	3.06431963575457e-06	0	6	2	2	1	0.999999999999997
YLR038C	Q01519	COX12	9.78778	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	9.72102893139957e-07	9.72100115634742e-07	0	7	3	2	1.00009702795944	1.00084586262032
YLR395C	P04039	COX8	8.90656	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	1.94420336444094e-06	1.94419780432591e-06	0	7	3	2	1.00017695319987	1.00154358056939
YMR256C	P10174	COX7	6.9323	sce00190  Oxidative phosphorylation	2	1000	opt_isoenz_tight	2	0	9.72102893139957e-07	9.72100115634742e-07	0	7	3	2	1.00006867015762	1.00059851625608
